;sp1;sp2;sp1_inc;sp2_inc;obs_cooccur;prob_cooccur;exp_cooccur;p_lt;p_gt;Negative_association;Positive_association;sp1_name;sp2_name;Experimento
7163;8;10;41;1;0;0.008;0.6;0.41429;1;0;0;Canis.lupus;Vulpes.lagopus;92
7164;8;11;41;13;11;0.109;7.6;0.9948;0.03222;0;1;Canis.lupus;Meles.meles;92
7165;8;12;41;54;29;0.452;31.6;0.10816;0.96749;0;0;Canis.lupus;Homo_neand;92
7166;8;13;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Canis.lupus;Homo.sapiens;92
7167;9;10;39;1;1;0.008;0.6;1;0.55714;0;0;Vulpes.vulpes;Vulpes.lagopus;92
7168;9;11;39;13;11;0.103;7.2;0.99727;0.01914;0;1;Vulpes.vulpes;Meles.meles;92
7169;9;12;39;54;28;0.43;30.1;0.18232;0.9325;0;0;Vulpes.vulpes;Homo_neand;92
7170;9;13;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Homo.sapiens;92
7171;10;11;1;13;0;0.003;0.2;0.81429;1;0;0;Vulpes.lagopus;Meles.meles;92
7172;10;12;1;54;0;0.011;0.8;0.22857;1;0;0;Vulpes.lagopus;Homo_neand;92
7173;10;13;1;2;0;0;0;0.97143;1;0;0;Vulpes.lagopus;Homo.sapiens;92
7174;11;12;13;54;9;0.143;10;0.3367;0.86721;0;0;Meles.meles;Homo_neand;92
7175;11;13;13;2;0;0.005;0.4;0.66087;1;0;0;Meles.meles;Homo.sapiens;92
7176;12;13;54;2;0;0.022;1.5;0.04969;1;1;0;Homo_neand;Homo.sapiens;92
7177;1;2;19;32;10;0.124;8.7;0.83615;0.32951;0;0;Ursus.arctos;Ursus.spelaeus;93
7178;1;3;19;6;3;0.023;1.6;0.95758;0.19633;0;0;Ursus.arctos;Panthera.spelaea;93
7179;1;4;19;6;2;0.023;1.6;0.80367;0.52224;0;0;Ursus.arctos;Panthera.leo;93
7180;1;5;19;11;2;0.043;3;0.37463;0.86579;0;0;Ursus.arctos;Panthera.pardus;93
7181;1;6;19;10;4;0.039;2.7;0.91115;0.26481;0;0;Ursus.arctos;Felis.silvestris;93
7182;1;7;19;30;12;0.116;8.1;0.991;0.0344;0;1;Ursus.arctos;Crocuta.crocuta;93
7183;1;8;19;42;15;0.163;11.4;0.98973;0.0421;0;1;Ursus.arctos;Canis.lupus;93
7184;1;9;19;39;12;0.151;10.6;0.84989;0.3121;0;0;Ursus.arctos;Vulpes.vulpes;93
7185;1;10;19;1;0;0.004;0.3;0.72857;1;0;0;Ursus.arctos;Vulpes.lagopus;93
7186;1;11;19;13;1;0.05;3.5;0.07358;0.98997;0;0;Ursus.arctos;Meles.meles;93
7187;1;12;19;52;11;0.202;14.1;0.05671;0.98493;0;0;Ursus.arctos;Homo_neand;93
7188;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;93
7189;2;3;32;6;4;0.039;2.7;0.93473;0.25808;0;0;Ursus.spelaeus;Panthera.spelaea;93
7190;2;4;32;6;4;0.039;2.7;0.93473;0.25808;0;0;Ursus.spelaeus;Panthera.leo;93
7191;2;5;32;11;5;0.072;5;0.62366;0.63326;0;0;Ursus.spelaeus;Panthera.pardus;93
7192;2;6;32;10;6;0.065;4.6;0.90694;0.26168;0;0;Ursus.spelaeus;Felis.silvestris;93
7193;2;7;32;30;18;0.196;13.7;0.99008;0.03299;0;1;Ursus.spelaeus;Crocuta.crocuta;93
7194;2;8;32;42;26;0.274;19.2;0.99988;0.00085;0;1;Ursus.spelaeus;Canis.lupus;93
7195;2;9;32;39;22;0.255;17.8;0.98845;0.03754;0;1;Ursus.spelaeus;Vulpes.vulpes;93
7196;2;10;32;1;0;0.007;0.5;0.54286;1;0;0;Ursus.spelaeus;Vulpes.lagopus;93
7197;2;11;32;13;10;0.085;5.9;0.9979;0.01356;0;1;Ursus.spelaeus;Meles.meles;93
7198;2;12;32;52;19;0.34;23.8;0.00924;0.99827;1;0;Ursus.spelaeus;Homo_neand;93
7199;2;13;32;2;2;0.013;0.9;1;0.20538;0;0;Ursus.spelaeus;Homo.sapiens;93
7200;3;4;6;6;0;0.007;0.5;0.57182;1;0;0;Panthera.spelaea;Panthera.leo;93
7201;3;5;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.spelaea;Panthera.pardus;93
7202;3;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.spelaea;Felis.silvestris;93
7203;3;7;6;30;4;0.037;2.6;0.952;0.21103;0;0;Panthera.spelaea;Crocuta.crocuta;93
7204;3;8;6;42;5;0.051;3.6;0.95999;0.22167;0;0;Panthera.spelaea;Canis.lupus;93
7205;3;9;6;39;3;0.048;3.3;0.54729;0.76602;0;0;Panthera.spelaea;Vulpes.vulpes;93
7206;3;10;6;1;1;0.001;0.1;1;0.08571;0;0;Panthera.spelaea;Vulpes.lagopus;93
7207;3;11;6;13;1;0.016;1.1;0.69191;0.72324;0;0;Panthera.spelaea;Meles.meles;93
7208;3;12;6;52;3;0.064;4.5;0.17203;0.96551;0;0;Panthera.spelaea;Homo_neand;93
7209;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;93
7210;4;5;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.leo;Panthera.pardus;93
7211;4;6;6;10;1;0.012;0.9;0.79837;0.61817;0;0;Panthera.leo;Felis.silvestris;93
7212;4;7;6;30;5;0.037;2.6;0.99547;0.048;0;1;Panthera.leo;Crocuta.crocuta;93
7213;4;8;6;42;6;0.051;3.6;1;0.04001;0;1;Panthera.leo;Canis.lupus;93
7214;4;9;6;39;4;0.048;3.3;0.83899;0.45271;0;0;Panthera.leo;Vulpes.vulpes;93
7215;4;10;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.leo;Vulpes.lagopus;93
7216;4;11;6;13;1;0.016;1.1;0.69191;0.72324;0;0;Panthera.leo;Meles.meles;93
7217;4;12;6;52;2;0.064;4.5;0.03449;0.99646;1;0;Panthera.leo;Homo_neand;93
7218;4;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Homo.sapiens;93
7219;5;6;11;10;5;0.022;1.6;0.99944;0.00639;0;1;Panthera.pardus;Felis.silvestris;93
7220;5;7;11;30;8;0.067;4.7;0.99426;0.03246;0;1;Panthera.pardus;Crocuta.crocuta;93
7221;5;8;11;42;6;0.094;6.6;0.46712;0.77114;0;0;Panthera.pardus;Canis.lupus;93
7222;5;9;11;39;8;0.088;6.1;0.94458;0.18323;0;0;Panthera.pardus;Vulpes.vulpes;93
7223;5;10;11;1;0;0.002;0.2;0.84286;1;0;0;Panthera.pardus;Vulpes.lagopus;93
7224;5;11;11;13;3;0.029;2;0.8874;0.331;0;0;Panthera.pardus;Meles.meles;93
7225;5;12;11;52;9;0.117;8.2;0.84049;0.41965;0;0;Panthera.pardus;Homo_neand;93
7226;5;13;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Homo.sapiens;93
7227;6;7;10;30;5;0.061;4.3;0.79948;0.43689;0;0;Felis.silvestris;Crocuta.crocuta;93
7228;6;8;10;42;6;0.086;6;0.62957;0.64118;0;0;Felis.silvestris;Canis.lupus;93
7229;6;9;10;39;10;0.08;5.6;1;0.0016;0;1;Felis.silvestris;Vulpes.vulpes;93
7230;6;10;10;1;0;0.002;0.1;0.85714;1;0;0;Felis.silvestris;Vulpes.lagopus;93
7231;6;11;10;13;4;0.027;1.9;0.98458;0.08083;0;0;Felis.silvestris;Meles.meles;93
7232;6;12;10;52;7;0.106;7.4;0.50295;0.77224;0;0;Felis.silvestris;Homo_neand;93
7233;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;93
7234;7;8;30;42;23;0.257;18;0.99707;0.01249;0;1;Crocuta.crocuta;Canis.lupus;93
7235;7;9;30;39;19;0.239;16.7;0.91261;0.19283;0;0;Crocuta.crocuta;Vulpes.vulpes;93
7236;7;10;30;1;1;0.006;0.4;1;0.42857;0;0;Crocuta.crocuta;Vulpes.lagopus;93
7237;7;11;30;13;6;0.08;5.6;0.71946;0.51376;0;0;Crocuta.crocuta;Meles.meles;93
7238;7;12;30;52;18;0.318;22.3;0.01835;0.99596;1;0;Crocuta.crocuta;Homo_neand;93
7239;7;13;30;2;2;0.012;0.9;1;0.18012;0;0;Crocuta.crocuta;Homo.sapiens;93
7240;8;9;42;39;28;0.334;23.4;0.99403;0.02187;0;1;Canis.lupus;Vulpes.vulpes;93
7241;8;10;42;1;1;0.009;0.6;1;0.6;0;0;Canis.lupus;Vulpes.lagopus;93
7242;8;11;42;13;11;0.111;7.8;0.99294;0.04115;0;1;Canis.lupus;Meles.meles;93
7243;8;12;42;52;27;0.446;31.2;0.01697;0.99696;1;0;Canis.lupus;Homo_neand;93
7244;8;13;42;2;1;0.017;1.2;0.64348;0.84348;0;0;Canis.lupus;Homo.sapiens;93
7245;9;10;39;1;0;0.008;0.6;0.44286;1;0;0;Vulpes.vulpes;Vulpes.lagopus;93
7246;9;11;39;13;11;0.103;7.2;0.99727;0.01914;0;1;Vulpes.vulpes;Meles.meles;93
7247;9;12;39;52;28;0.414;29;0.39979;0.79021;0;0;Vulpes.vulpes;Homo_neand;93
7248;9;13;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Homo.sapiens;93
7249;10;11;1;13;0;0.003;0.2;0.81429;1;0;0;Vulpes.lagopus;Meles.meles;93
7250;10;12;1;52;0;0.011;0.7;0.25714;1;0;0;Vulpes.lagopus;Homo_neand;93
7251;10;13;1;2;0;0;0;0.97143;1;0;0;Vulpes.lagopus;Homo.sapiens;93
7252;11;12;13;52;9;0.138;9.7;0.44169;0.79549;0;0;Meles.meles;Homo_neand;93
7253;11;13;13;2;0;0.005;0.4;0.66087;1;0;0;Meles.meles;Homo.sapiens;93
7254;12;13;52;2;0;0.021;1.5;0.06335;1;0;0;Homo_neand;Homo.sapiens;93
7255;1;2;19;30;9;0.116;8.1;0.77002;0.42102;0;0;Ursus.arctos;Ursus.spelaeus;94
7256;1;3;19;7;3;0.027;1.9;0.9191;0.2829;0;0;Ursus.arctos;Panthera.spelaea;94
7257;1;4;19;7;2;0.027;1.9;0.7171;0.61798;0;0;Ursus.arctos;Panthera.leo;94
7258;1;5;19;11;3;0.043;3;0.65978;0.62537;0;0;Ursus.arctos;Panthera.pardus;94
7259;1;6;19;10;5;0.039;2.7;0.98001;0.08885;0;0;Ursus.arctos;Felis.silvestris;94
7260;1;7;19;26;12;0.101;7.1;0.99866;0.00717;0;1;Ursus.arctos;Crocuta.crocuta;94
7261;1;8;19;40;15;0.155;10.9;0.99532;0.02205;0;1;Ursus.arctos;Canis.lupus;94
7262;1;9;19;39;12;0.151;10.6;0.84989;0.3121;0;0;Ursus.arctos;Vulpes.vulpes;94
7263;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;94
7264;1;11;19;11;1;0.043;3;0.13421;0.97799;0;0;Ursus.arctos;Meles.meles;94
7265;1;12;19;50;11;0.194;13.6;0.11023;0.96389;0;0;Ursus.arctos;Homo_neand;94
7266;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;94
7267;2;3;30;7;5;0.043;3;0.97849;0.11423;0;0;Ursus.spelaeus;Panthera.spelaea;94
7268;2;4;30;7;4;0.043;3;0.88577;0.3401;0;0;Ursus.spelaeus;Panthera.leo;94
7269;2;5;30;11;5;0.067;4.7;0.70099;0.55179;0;0;Ursus.spelaeus;Panthera.pardus;94
7270;2;6;30;10;5;0.061;4.3;0.79948;0.43689;0;0;Ursus.spelaeus;Felis.silvestris;94
7271;2;7;30;26;15;0.159;11.1;0.98534;0.04675;0;1;Ursus.spelaeus;Crocuta.crocuta;94
7272;2;8;30;40;24;0.245;17.1;0.99988;0.00079;0;1;Ursus.spelaeus;Canis.lupus;94
7273;2;9;30;39;21;0.239;16.7;0.99055;0.03216;0;1;Ursus.spelaeus;Vulpes.vulpes;94
7274;2;10;30;2;0;0.012;0.9;0.32298;1;0;0;Ursus.spelaeus;Vulpes.lagopus;94
7275;2;11;30;11;9;0.067;4.7;0.99942;0.00574;0;1;Ursus.spelaeus;Meles.meles;94
7276;2;12;30;50;16;0.306;21.4;0.00417;0.99928;1;0;Ursus.spelaeus;Homo_neand;94
7277;2;13;30;2;2;0.012;0.9;1;0.18012;0;0;Ursus.spelaeus;Homo.sapiens;94
7278;3;4;7;7;0;0.01;0.7;0.46153;1;0;0;Panthera.spelaea;Panthera.leo;94
7279;3;5;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.spelaea;Panthera.pardus;94
7280;3;6;7;10;0;0.014;1;0.32217;1;0;0;Panthera.spelaea;Felis.silvestris;94
7281;3;7;7;26;4;0.037;2.6;0.93909;0.22608;0;0;Panthera.spelaea;Crocuta.crocuta;94
7282;3;8;7;40;6;0.057;4;0.98445;0.11161;0;0;Panthera.spelaea;Canis.lupus;94
7283;3;9;7;39;4;0.056;3.9;0.67946;0.62895;0;0;Panthera.spelaea;Vulpes.vulpes;94
7284;3;10;7;2;1;0.003;0.2;0.9913;0.1913;0;0;Panthera.spelaea;Vulpes.lagopus;94
7285;3;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.spelaea;Meles.meles;94
7286;3;12;7;50;3;0.071;5;0.09674;0.98248;0;0;Panthera.spelaea;Homo_neand;94
7287;3;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.spelaea;Homo.sapiens;94
7288;4;5;7;11;0;0.016;1.1;0.28458;1;0;0;Panthera.leo;Panthera.pardus;94
7289;4;6;7;10;1;0.014;1;0.73979;0.67783;0;0;Panthera.leo;Felis.silvestris;94
7290;4;7;7;26;5;0.037;2.6;0.991;0.06091;0;0;Panthera.leo;Crocuta.crocuta;94
7291;4;8;7;40;6;0.057;4;0.98445;0.11161;0;0;Panthera.leo;Canis.lupus;94
7292;4;9;7;39;4;0.056;3.9;0.67946;0.62895;0;0;Panthera.leo;Vulpes.vulpes;94
7293;4;10;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Vulpes.lagopus;94
7294;4;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.leo;Meles.meles;94
7295;4;12;7;50;2;0.071;5;0.01752;0.99832;1;0;Panthera.leo;Homo_neand;94
7296;4;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Homo.sapiens;94
7297;5;6;11;10;5;0.022;1.6;0.99944;0.00639;0;1;Panthera.pardus;Felis.silvestris;94
7298;5;7;11;26;7;0.058;4.1;0.98896;0.05231;0;0;Panthera.pardus;Crocuta.crocuta;94
7299;5;8;11;40;6;0.09;6.3;0.55179;0.70099;0;0;Panthera.pardus;Canis.lupus;94
7300;5;9;11;39;7;0.088;6.1;0.81677;0.40688;0;0;Panthera.pardus;Vulpes.vulpes;94
7301;5;10;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Vulpes.lagopus;94
7302;5;11;11;11;2;0.025;1.7;0.76812;0.55127;0;0;Panthera.pardus;Meles.meles;94
7303;5;12;11;50;9;0.112;7.9;0.88779;0.3322;0;0;Panthera.pardus;Homo_neand;94
7304;5;13;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Homo.sapiens;94
7305;6;7;10;26;5;0.053;3.7;0.89517;0.28491;0;0;Felis.silvestris;Crocuta.crocuta;94
7306;6;8;10;40;6;0.082;5.7;0.70205;0.56311;0;0;Felis.silvestris;Canis.lupus;94
7307;6;9;10;39;9;0.08;5.6;0.9984;0.01816;0;1;Felis.silvestris;Vulpes.vulpes;94
7308;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;94
7309;6;11;10;11;4;0.022;1.6;0.99361;0.04387;0;1;Felis.silvestris;Meles.meles;94
7310;6;12;10;50;7;0.102;7.1;0.59066;0.69638;0;0;Felis.silvestris;Homo_neand;94
7311;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;94
7312;7;8;26;40;20;0.212;14.9;0.99801;0.00931;0;1;Crocuta.crocuta;Canis.lupus;94
7313;7;9;26;39;16;0.207;14.5;0.84205;0.30765;0;0;Crocuta.crocuta;Vulpes.vulpes;94
7314;7;10;26;2;1;0.011;0.7;0.86542;0.60828;0;0;Crocuta.crocuta;Vulpes.lagopus;94
7315;7;11;26;11;4;0.058;4.1;0.61755;0.64721;0;0;Crocuta.crocuta;Meles.meles;94
7316;7;12;26;50;15;0.265;18.6;0.04735;0.98649;1;0;Crocuta.crocuta;Homo_neand;94
7317;7;13;26;2;2;0.011;0.7;1;0.13458;0;0;Crocuta.crocuta;Homo.sapiens;94
7318;8;9;40;39;26;0.318;22.3;0.97999;0.05893;0;0;Canis.lupus;Vulpes.vulpes;94
7319;8;10;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Vulpes.lagopus;94
7320;8;11;40;11;9;0.09;6.3;0.98718;0.06779;0;0;Canis.lupus;Meles.meles;94
7321;8;12;40;50;25;0.408;28.6;0.04861;0.9868;1;0;Canis.lupus;Homo_neand;94
7322;8;13;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Homo.sapiens;94
7323;9;10;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Vulpes.lagopus;94
7324;9;11;39;11;9;0.088;6.1;0.99012;0.05542;0;0;Vulpes.vulpes;Meles.meles;94
7325;9;12;39;50;27;0.398;27.9;0.42645;0.76413;0;0;Vulpes.vulpes;Homo_neand;94
7326;9;13;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Homo.sapiens;94
7327;10;11;2;11;0;0.004;0.3;0.70849;1;0;0;Vulpes.lagopus;Meles.meles;94
7328;10;12;2;50;0;0.02;1.4;0.07867;1;0;0;Vulpes.lagopus;Homo_neand;94
7329;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;94
7330;11;12;11;50;8;0.112;7.9;0.6678;0.61505;0;0;Meles.meles;Homo_neand;94
7331;11;13;11;2;0;0.004;0.3;0.70849;1;0;0;Meles.meles;Homo.sapiens;94
7332;12;13;50;2;0;0.02;1.4;0.07867;1;0;0;Homo_neand;Homo.sapiens;94
7333;1;2;19;34;9;0.132;9.2;0.55834;0.65168;0;0;Ursus.arctos;Ursus.spelaeus;95
7334;1;3;19;7;3;0.027;1.9;0.9191;0.2829;0;0;Ursus.arctos;Panthera.spelaea;95
7335;1;4;19;6;2;0.023;1.6;0.80367;0.52224;0;0;Ursus.arctos;Panthera.leo;95
7336;1;5;19;13;3;0.05;3.5;0.50601;0.75484;0;0;Ursus.arctos;Panthera.pardus;95
7337;1;6;19;10;5;0.039;2.7;0.98001;0.08885;0;0;Ursus.arctos;Felis.silvestris;95
7338;1;7;19;30;12;0.116;8.1;0.991;0.0344;0;1;Ursus.arctos;Crocuta.crocuta;95
7339;1;8;19;45;16;0.174;12.2;0.99407;0.02935;0;1;Ursus.arctos;Canis.lupus;95
7340;1;9;19;40;12;0.155;10.9;0.81331;0.36585;0;0;Ursus.arctos;Vulpes.vulpes;95
7341;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;95
7342;1;11;19;11;1;0.043;3;0.13421;0.97799;0;0;Ursus.arctos;Meles.meles;95
7343;1;12;19;52;12;0.202;14.1;0.16016;0.94329;0;0;Ursus.arctos;Homo_neand;95
7344;1;13;19;1;1;0.004;0.3;1;0.27143;0;0;Ursus.arctos;Homo.sapiens;95
7345;2;3;34;7;5;0.049;3.4;0.95512;0.19111;0;0;Ursus.spelaeus;Panthera.spelaea;95
7346;2;4;34;6;4;0.042;2.9;0.91334;0.30949;0;0;Ursus.spelaeus;Panthera.leo;95
7347;2;5;34;13;6;0.09;6.3;0.54599;0.69053;0;0;Ursus.spelaeus;Panthera.pardus;95
7348;2;6;34;10;5;0.069;4.9;0.66955;0.59488;0;0;Ursus.spelaeus;Felis.silvestris;95
7349;2;7;34;30;18;0.208;14.6;0.97153;0.07831;0;0;Ursus.spelaeus;Crocuta.crocuta;95
7350;2;8;34;45;28;0.312;21.9;0.99964;0.00215;0;1;Ursus.spelaeus;Canis.lupus;95
7351;2;9;34;40;24;0.278;19.4;0.99322;0.02409;0;1;Ursus.spelaeus;Vulpes.vulpes;95
7352;2;10;34;2;0;0.014;1;0.26087;1;0;0;Ursus.spelaeus;Vulpes.lagopus;95
7353;2;11;34;11;9;0.076;5.3;0.99769;0.01758;0;1;Ursus.spelaeus;Meles.meles;95
7354;2;12;34;52;22;0.361;25.3;0.0653;0.98075;0;0;Ursus.spelaeus;Homo_neand;95
7355;2;13;34;1;1;0.007;0.5;1;0.48571;0;0;Ursus.spelaeus;Homo.sapiens;95
7356;3;4;7;6;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;95
7357;3;5;7;13;1;0.019;1.3;0.61407;0.77945;0;0;Panthera.spelaea;Panthera.pardus;95
7358;3;6;7;10;0;0.014;1;0.32217;1;0;0;Panthera.spelaea;Felis.silvestris;95
7359;3;7;7;30;4;0.043;3;0.88577;0.3401;0;0;Panthera.spelaea;Crocuta.crocuta;95
7360;3;8;7;45;6;0.064;4.5;0.96214;0.20772;0;0;Panthera.spelaea;Canis.lupus;95
7361;3;9;7;40;4;0.057;4;0.64962;0.6599;0;0;Panthera.spelaea;Vulpes.vulpes;95
7362;3;10;7;2;1;0.003;0.2;0.9913;0.1913;0;0;Panthera.spelaea;Vulpes.lagopus;95
7363;3;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.spelaea;Meles.meles;95
7364;3;12;7;52;3;0.074;5.2;0.06672;0.98969;0;0;Panthera.spelaea;Homo_neand;95
7365;3;13;7;1;0;0.001;0.1;0.9;1;0;0;Panthera.spelaea;Homo.sapiens;95
7366;4;5;6;13;0;0.016;1.1;0.27676;1;0;0;Panthera.leo;Panthera.pardus;95
7367;4;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.leo;Felis.silvestris;95
7368;4;7;6;30;5;0.037;2.6;0.99547;0.048;0;1;Panthera.leo;Crocuta.crocuta;95
7369;4;8;6;45;5;0.055;3.9;0.93788;0.29507;0;0;Panthera.leo;Canis.lupus;95
7370;4;9;6;40;4;0.049;3.4;0.82017;0.48303;0;0;Panthera.leo;Vulpes.vulpes;95
7371;4;10;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Vulpes.lagopus;95
7372;4;11;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.leo;Meles.meles;95
7373;4;12;6;52;2;0.064;4.5;0.03449;0.99646;1;0;Panthera.leo;Homo_neand;95
7374;4;13;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.leo;Homo.sapiens;95
7375;5;6;13;10;6;0.027;1.9;0.99987;0.00184;0;1;Panthera.pardus;Felis.silvestris;95
7376;5;7;13;30;9;0.08;5.6;0.99277;0.03477;0;1;Panthera.pardus;Crocuta.crocuta;95
7377;5;8;13;45;8;0.119;8.4;0.52841;0.71287;0;0;Panthera.pardus;Canis.lupus;95
7378;5;9;13;40;9;0.106;7.4;0.90252;0.25535;0;0;Panthera.pardus;Vulpes.vulpes;95
7379;5;10;13;2;0;0.005;0.4;0.66087;1;0;0;Panthera.pardus;Vulpes.lagopus;95
7380;5;11;13;11;3;0.029;2;0.8874;0.331;0;0;Panthera.pardus;Meles.meles;95
7381;5;12;13;52;10;0.138;9.7;0.71365;0.55831;0;0;Panthera.pardus;Homo_neand;95
7382;5;13;13;1;0;0.003;0.2;0.81429;1;0;0;Panthera.pardus;Homo.sapiens;95
7383;6;7;10;30;5;0.061;4.3;0.79948;0.43689;0;0;Felis.silvestris;Crocuta.crocuta;95
7384;6;8;10;45;6;0.092;6.4;0.51;0.74972;0;0;Felis.silvestris;Canis.lupus;95
7385;6;9;10;40;9;0.082;5.7;0.99786;0.02282;0;1;Felis.silvestris;Vulpes.vulpes;95
7386;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;95
7387;6;11;10;11;3;0.022;1.6;0.95613;0.18576;0;0;Felis.silvestris;Meles.meles;95
7388;6;12;10;52;7;0.106;7.4;0.50295;0.77224;0;0;Felis.silvestris;Homo_neand;95
7389;6;13;10;1;0;0.002;0.1;0.85714;1;0;0;Felis.silvestris;Homo.sapiens;95
7390;7;8;30;45;24;0.276;19.3;0.99632;0.01575;0;1;Crocuta.crocuta;Canis.lupus;95
7391;7;9;30;40;20;0.245;17.1;0.95002;0.12481;0;0;Crocuta.crocuta;Vulpes.vulpes;95
7392;7;10;30;2;1;0.012;0.9;0.81988;0.67702;0;0;Crocuta.crocuta;Vulpes.lagopus;95
7393;7;11;30;11;5;0.067;4.7;0.70099;0.55179;0;0;Crocuta.crocuta;Meles.meles;95
7394;7;12;30;52;20;0.318;22.3;0.16187;0.93774;0;0;Crocuta.crocuta;Homo_neand;95
7395;7;13;30;1;1;0.006;0.4;1;0.42857;0;0;Crocuta.crocuta;Homo.sapiens;95
7396;8;9;45;40;29;0.367;25.7;0.97176;0.08031;0;0;Canis.lupus;Vulpes.vulpes;95
7397;8;10;45;2;1;0.018;1.3;0.59006;0.87578;0;0;Canis.lupus;Vulpes.lagopus;95
7398;8;11;45;11;10;0.101;7.1;0.99531;0.04155;0;1;Canis.lupus;Meles.meles;95
7399;8;12;45;52;30;0.478;33.4;0.04382;0.99037;1;0;Canis.lupus;Homo_neand;95
7400;8;13;45;1;1;0.009;0.6;1;0.64286;0;0;Canis.lupus;Homo.sapiens;95
7401;9;10;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Vulpes.vulpes;Vulpes.lagopus;95
7402;9;11;40;11;10;0.09;6.3;0.99893;0.01282;0;1;Vulpes.vulpes;Meles.meles;95
7403;9;12;40;52;28;0.424;29.7;0.2527;0.89032;0;0;Vulpes.vulpes;Homo_neand;95
7404;9;13;40;1;1;0.008;0.6;1;0.57143;0;0;Vulpes.vulpes;Homo.sapiens;95
7405;10;11;2;11;0;0.004;0.3;0.70849;1;0;0;Vulpes.lagopus;Meles.meles;95
7406;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;95
7407;10;13;2;1;0;0;0;0.97143;1;0;0;Vulpes.lagopus;Homo.sapiens;95
7408;11;12;11;52;7;0.117;8.2;0.29656;0.89263;0;0;Meles.meles;Homo_neand;95
7409;11;13;11;1;0;0.002;0.2;0.84286;1;0;0;Meles.meles;Homo.sapiens;95
7410;12;13;52;1;0;0.011;0.7;0.25714;1;0;0;Homo_neand;Homo.sapiens;95
7411;1;2;16;34;9;0.111;7.8;0.83745;0.33909;0;0;Ursus.arctos;Ursus.spelaeus;96
7412;1;3;16;6;3;0.02;1.4;0.97828;0.12766;0;0;Ursus.arctos;Panthera.spelaea;96
7413;1;4;16;7;1;0.023;1.6;0.49245;0.85227;0;0;Ursus.arctos;Panthera.leo;96
7414;1;5;16;12;2;0.039;2.7;0.44612;0.8238;0;0;Ursus.arctos;Panthera.pardus;96
7415;1;6;16;9;3;0.029;2.1;0.88694;0.33546;0;0;Ursus.arctos;Felis.silvestris;96
7416;1;7;16;29;10;0.095;6.6;0.98711;0.04921;0;1;Ursus.arctos;Crocuta.crocuta;96
7417;1;8;16;44;15;0.144;10.1;0.99983;0.00258;0;1;Ursus.arctos;Canis.lupus;96
7418;1;9;16;38;9;0.124;8.7;0.67733;0.5439;0;0;Ursus.arctos;Vulpes.vulpes;96
