;sp1;sp2;sp1_inc;sp2_inc;obs_cooccur;prob_cooccur;exp_cooccur;p_lt;p_gt;Negative_association;Positive_association;sp1_name;sp2_name;Experimento
952;2;6;32;9;5;0.059;4.1;0.83949;0.38908;0;0;Ursus.spelaeus;Felis.silvestris;13
953;2;7;32;26;16;0.17;11.9;0.98923;0.0362;0;1;Ursus.spelaeus;Crocuta.crocuta;13
954;2;8;32;41;27;0.268;18.7;0.99999;5.00E-05;0;1;Ursus.spelaeus;Canis.lupus;13
955;2;9;32;39;21;0.255;17.8;0.96246;0.09821;0;0;Ursus.spelaeus;Vulpes.vulpes;13
956;2;10;32;2;0;0.013;0.9;0.2911;1;0;0;Ursus.spelaeus;Vulpes.lagopus;13
957;2;11;32;11;8;0.072;5;0.98969;0.05131;0;0;Ursus.spelaeus;Meles.meles;13
958;2;12;32;52;20;0.34;23.8;0.03611;0.99076;1;0;Ursus.spelaeus;Homo_neand;13
959;2;13;32;1;1;0.007;0.5;1;0.45714;0;0;Ursus.spelaeus;Homo.sapiens;13
960;3;4;5;6;0;0.006;0.4;0.62997;1;0;0;Panthera.spelaea;Panthera.leo;13
961;3;5;5;11;1;0.011;0.8;0.8273;0.58635;0;0;Panthera.spelaea;Panthera.pardus;13
962;3;6;5;9;0;0.009;0.6;0.49154;1;0;0;Panthera.spelaea;Felis.silvestris;13
963;3;7;5;26;2;0.027;1.9;0.73699;0.61865;0;0;Panthera.spelaea;Crocuta.crocuta;13
964;3;8;5;41;4;0.042;2.9;0.93808;0.30457;0;0;Panthera.spelaea;Canis.lupus;13
965;3;9;5;39;3;0.04;2.8;0.74176;0.60937;0;0;Panthera.spelaea;Vulpes.vulpes;13
966;3;10;5;2;1;0.002;0.1;0.99586;0.13872;0;0;Panthera.spelaea;Vulpes.lagopus;13
967;3;11;5;11;1;0.011;0.8;0.8273;0.58635;0;0;Panthera.spelaea;Meles.meles;13
968;3;12;5;52;1;0.053;3.7;0.01386;0.99929;1;0;Panthera.spelaea;Homo_neand;13
969;3;13;5;1;0;0.001;0.1;0.92857;1;0;0;Panthera.spelaea;Homo.sapiens;13
970;4;5;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.leo;Panthera.pardus;13
971;4;6;6;9;1;0.011;0.8;0.83184;0.57652;0;0;Panthera.leo;Felis.silvestris;13
972;4;7;6;26;4;0.032;2.2;0.97617;0.13169;0;0;Panthera.leo;Crocuta.crocuta;13
973;4;8;6;41;5;0.05;3.5;0.96571;0.20004;0;0;Panthera.leo;Canis.lupus;13
974;4;9;6;39;3;0.048;3.3;0.54729;0.76602;0;0;Panthera.leo;Vulpes.vulpes;13
975;4;10;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Vulpes.lagopus;13
976;4;11;6;11;1;0.013;0.9;0.76366;0.65635;0;0;Panthera.leo;Meles.meles;13
977;4;12;6;52;2;0.064;4.5;0.03449;0.99646;1;0;Panthera.leo;Homo_neand;13
978;4;13;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.leo;Homo.sapiens;13
979;5;6;11;9;4;0.02;1.4;0.99653;0.02888;0;1;Panthera.pardus;Felis.silvestris;13
980;5;7;11;26;7;0.058;4.1;0.98896;0.05231;0;0;Panthera.pardus;Crocuta.crocuta;13
981;5;8;11;41;7;0.092;6.4;0.75643;0.49034;0;0;Panthera.pardus;Canis.lupus;13
982;5;9;11;39;8;0.088;6.1;0.94458;0.18323;0;0;Panthera.pardus;Vulpes.vulpes;13
983;5;10;11;2;0;0.004;0.3;0.70849;1;0;0;Panthera.pardus;Vulpes.lagopus;13
984;5;11;11;11;2;0.025;1.7;0.76812;0.55127;0;0;Panthera.pardus;Meles.meles;13
985;5;12;11;52;9;0.117;8.2;0.84049;0.41965;0;0;Panthera.pardus;Homo_neand;13
986;5;13;11;1;0;0.002;0.2;0.84286;1;0;0;Panthera.pardus;Homo.sapiens;13
987;6;7;9;26;4;0.048;3.3;0.80513;0.44452;0;0;Felis.silvestris;Crocuta.crocuta;13
988;6;8;9;41;6;0.075;5.3;0.81165;0.44098;0;0;Felis.silvestris;Canis.lupus;13
989;6;9;9;39;9;0.072;5;1;0.00326;0;1;Felis.silvestris;Vulpes.vulpes;13
990;6;10;9;2;0;0.004;0.3;0.75776;1;0;0;Felis.silvestris;Vulpes.lagopus;13
991;6;11;9;11;3;0.02;1.4;0.97112;0.14319;0;0;Felis.silvestris;Meles.meles;13
992;6;12;9;52;7;0.096;6.7;0.73514;0.57961;0;0;Felis.silvestris;Homo_neand;13
993;6;13;9;1;0;0.002;0.1;0.87143;1;0;0;Felis.silvestris;Homo.sapiens;13
994;7;8;26;41;20;0.218;15.2;0.99655;0.01489;0;1;Crocuta.crocuta;Canis.lupus;13
995;7;9;26;39;16;0.207;14.5;0.84205;0.30765;0;0;Crocuta.crocuta;Vulpes.vulpes;13
996;7;10;26;2;1;0.011;0.7;0.86542;0.60828;0;0;Crocuta.crocuta;Vulpes.lagopus;13
997;7;11;26;11;4;0.058;4.1;0.61755;0.64721;0;0;Crocuta.crocuta;Meles.meles;13
998;7;12;26;52;17;0.276;19.3;0.15233;0.94316;0;0;Crocuta.crocuta;Homo_neand;13
999;7;13;26;1;1;0.005;0.4;1;0.37143;0;0;Crocuta.crocuta;Homo.sapiens;13
1000;8;9;41;39;27;0.326;22.8;0.98873;0.03688;0;1;Canis.lupus;Vulpes.vulpes;13
1001;8;10;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Canis.lupus;Vulpes.lagopus;13
1002;8;11;41;11;10;0.092;6.4;0.99854;0.01649;0;1;Canis.lupus;Meles.meles;13
1003;8;12;41;52;27;0.435;30.5;0.04808;0.98801;1;0;Canis.lupus;Homo_neand;13
1004;8;13;41;1;0;0.008;0.6;0.41429;1;0;0;Canis.lupus;Homo.sapiens;13
1005;9;10;39;2;1;0.016;1.1;0.69317;0.80745;0;0;Vulpes.vulpes;Vulpes.lagopus;13
1006;9;11;39;11;9;0.088;6.1;0.99012;0.05542;0;0;Vulpes.vulpes;Meles.meles;13
1007;9;12;39;52;29;0.414;29;0.616;0.60021;0;0;Vulpes.vulpes;Homo_neand;13
1008;9;13;39;1;0;0.008;0.6;0.44286;1;0;0;Vulpes.vulpes;Homo.sapiens;13
1009;10;11;2;11;0;0.004;0.3;0.70849;1;0;0;Vulpes.lagopus;Meles.meles;13
1010;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;13
1011;10;13;2;1;0;0;0;0.97143;1;0;0;Vulpes.lagopus;Homo.sapiens;13
1012;11;12;11;52;8;0.117;8.2;0.58035;0.70344;0;0;Meles.meles;Homo_neand;13
1013;11;13;11;1;0;0.002;0.2;0.84286;1;0;0;Meles.meles;Homo.sapiens;13
1014;12;13;52;1;0;0.011;0.7;0.25714;1;0;0;Homo_neand;Homo.sapiens;13
1015;1;2;18;33;10;0.121;8.5;0.86505;0.28901;0;0;Ursus.arctos;Ursus.spelaeus;14
1016;1;3;18;7;3;0.026;1.8;0.93328;0.251;0;0;Ursus.arctos;Panthera.spelaea;14
1017;1;4;18;6;2;0.022;1.5;0.82797;0.48794;0;0;Ursus.arctos;Panthera.leo;14
1018;1;5;18;12;3;0.044;3.1;0.63129;0.65089;0;0;Ursus.arctos;Panthera.pardus;14
1019;1;6;18;10;4;0.037;2.6;0.92927;0.22776;0;0;Ursus.arctos;Felis.silvestris;14
1020;1;7;18;29;12;0.107;7.5;0.99743;0.01263;0;1;Ursus.arctos;Crocuta.crocuta;14
1021;1;8;18;41;15;0.151;10.5;0.998;0.01199;0;1;Ursus.arctos;Canis.lupus;14
1022;1;9;18;38;11;0.14;9.8;0.8284;0.3462;0;0;Ursus.arctos;Vulpes.vulpes;14
1023;1;10;18;2;0;0.007;0.5;0.54907;1;0;0;Ursus.arctos;Vulpes.lagopus;14
1024;1;11;18;12;1;0.044;3.1;0.1216;0.9806;0;0;Ursus.arctos;Meles.meles;14
1025;1;12;18;51;10;0.187;13.1;0.05671;0.98493;0;0;Ursus.arctos;Homo_neand;14
1026;1;13;18;2;2;0.007;0.5;1;0.06335;0;0;Ursus.arctos;Homo.sapiens;14
1027;2;3;33;7;5;0.047;3.3;0.96225;0.1696;0;0;Ursus.spelaeus;Panthera.spelaea;14
1028;2;4;33;6;4;0.04;2.8;0.92458;0.28327;0;0;Ursus.spelaeus;Panthera.leo;14
1029;2;5;33;12;6;0.081;5.7;0.70411;0.53792;0;0;Ursus.spelaeus;Panthera.pardus;14
1030;2;6;33;10;6;0.067;4.7;0.88919;0.29521;0;0;Ursus.spelaeus;Felis.silvestris;14
1031;2;7;33;29;18;0.195;13.7;0.9908;0.03109;0;1;Ursus.spelaeus;Crocuta.crocuta;14
1032;2;8;33;41;27;0.276;19.3;0.99998;0.00019;0;1;Ursus.spelaeus;Canis.lupus;14
1033;2;9;33;38;22;0.256;17.9;0.98666;0.04197;0;1;Ursus.spelaeus;Vulpes.vulpes;14
1034;2;10;33;2;0;0.013;0.9;0.27578;1;0;0;Ursus.spelaeus;Vulpes.lagopus;14
1035;2;11;33;12;9;0.081;5.7;0.9935;0.03467;0;1;Ursus.spelaeus;Meles.meles;14
1036;2;12;33;51;20;0.343;24;0.02785;0.99314;1;0;Ursus.spelaeus;Homo_neand;14
1037;2;13;33;2;2;0.013;0.9;1;0.21863;0;0;Ursus.spelaeus;Homo.sapiens;14
1038;3;4;7;6;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;14
1039;3;5;7;12;1;0.017;1.2;0.65599;0.74918;0;0;Panthera.spelaea;Panthera.pardus;14
1040;3;6;7;10;0;0.014;1;0.32217;1;0;0;Panthera.spelaea;Felis.silvestris;14
1041;3;7;7;29;4;0.041;2.9;0.90122;0.30998;0;0;Panthera.spelaea;Crocuta.crocuta;14
1042;3;8;7;41;6;0.059;4.1;0.98125;0.12753;0;0;Panthera.spelaea;Canis.lupus;14
1043;3;9;7;38;4;0.054;3.8;0.7081;0.59732;0;0;Panthera.spelaea;Vulpes.vulpes;14
1044;3;10;7;2;1;0.003;0.2;0.9913;0.1913;0;0;Panthera.spelaea;Vulpes.lagopus;14
1045;3;11;7;12;1;0.017;1.2;0.65599;0.74918;0;0;Panthera.spelaea;Meles.meles;14
1046;3;12;7;51;3;0.073;5.1;0.0809;0.98644;0;0;Panthera.spelaea;Homo_neand;14
1047;3;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.spelaea;Homo.sapiens;14
1048;4;5;6;12;0;0.015;1;0.3087;1;0;0;Panthera.leo;Panthera.pardus;14
1049;4;6;6;10;1;0.012;0.9;0.79837;0.61817;0;0;Panthera.leo;Felis.silvestris;14
1050;4;7;6;29;4;0.036;2.5;0.95924;0.1893;0;0;Panthera.leo;Crocuta.crocuta;14
1051;4;8;6;41;5;0.05;3.5;0.96571;0.20004;0;0;Panthera.leo;Canis.lupus;14
1052;4;9;6;38;3;0.047;3.3;0.57721;0.74192;0;0;Panthera.leo;Vulpes.vulpes;14
1053;4;10;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Vulpes.lagopus;14
1054;4;11;6;12;1;0.015;1;0.72806;0.6913;0;0;Panthera.leo;Meles.meles;14
1055;4;12;6;51;2;0.062;4.4;0.04242;0.99527;1;0;Panthera.leo;Homo_neand;14
1056;4;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Homo.sapiens;14
1057;5;6;12;10;6;0.024;1.7;0.99994;0.00105;0;1;Panthera.pardus;Felis.silvestris;14
1058;5;7;12;29;9;0.071;5;0.99832;0.01172;0;1;Panthera.pardus;Crocuta.crocuta;14
1059;5;8;12;41;7;0.1;7;0.61423;0.63673;0;0;Panthera.pardus;Canis.lupus;14
1060;5;9;12;38;9;0.093;6.5;0.97409;0.10191;0;0;Panthera.pardus;Vulpes.vulpes;14
1061;5;10;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Vulpes.lagopus;14
1062;5;11;12;12;3;0.029;2.1;0.88456;0.33565;0;0;Panthera.pardus;Meles.meles;14
1063;5;12;12;51;9;0.125;8.7;0.69465;0.58245;0;0;Panthera.pardus;Homo_neand;14
1064;5;13;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Homo.sapiens;14
1065;6;7;10;29;6;0.059;4.1;0.9481;0.17316;0;0;Felis.silvestris;Crocuta.crocuta;14
1066;6;8;10;41;6;0.084;5.9;0.6667;0.6025;0;0;Felis.silvestris;Canis.lupus;14
1067;6;9;10;38;9;0.078;5.4;0.99881;0.01434;0;1;Felis.silvestris;Vulpes.vulpes;14
1068;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;14
1069;6;11;10;12;4;0.024;1.7;0.9898;0.0607;0;0;Felis.silvestris;Meles.meles;14
1070;6;12;10;51;7;0.104;7.3;0.5476;0.73519;0;0;Felis.silvestris;Homo_neand;14
1071;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;14
1072;7;8;29;41;23;0.243;17;0.99949;0.00288;0;1;Crocuta.crocuta;Canis.lupus;14
1073;7;9;29;38;18;0.225;15.7;0.91072;0.19626;0;0;Crocuta.crocuta;Vulpes.vulpes;14
1074;7;10;29;2;1;0.012;0.8;0.83188;0.66046;0;0;Crocuta.crocuta;Vulpes.lagopus;14
1075;7;11;29;12;6;0.071;5;0.83749;0.36327;0;0;Crocuta.crocuta;Meles.meles;14
1076;7;12;29;51;19;0.302;21.1;0.18685;0.92369;0;0;Crocuta.crocuta;Homo_neand;14
1077;7;13;29;2;2;0.012;0.8;1;0.16812;0;0;Crocuta.crocuta;Homo.sapiens;14
1078;8;9;41;38;26;0.318;22.3;0.98085;0.05697;0;0;Canis.lupus;Vulpes.vulpes;14
1079;8;10;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Canis.lupus;Vulpes.lagopus;14
1080;8;11;41;12;10;0.1;7;0.99065;0.05214;0;0;Canis.lupus;Meles.meles;14
1081;8;12;41;51;27;0.427;29.9;0.09665;0.96927;0;0;Canis.lupus;Homo_neand;14
1082;8;13;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Canis.lupus;Homo.sapiens;14
1083;9;10;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Vulpes.lagopus;14
1084;9;11;38;12;10;0.093;6.5;0.99613;0.02591;0;1;Vulpes.vulpes;Meles.meles;14
1085;9;12;38;51;27;0.396;27.7;0.46163;0.73774;0;0;Vulpes.vulpes;Homo_neand;14
1086;9;13;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Homo.sapiens;14
1087;10;11;2;12;0;0.005;0.3;0.68447;1;0;0;Vulpes.lagopus;Meles.meles;14
1088;10;12;2;51;0;0.021;1.5;0.07081;1;0;0;Vulpes.lagopus;Homo_neand;14
1089;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;14
1090;11;12;12;51;8;0.125;8.7;0.41755;0.81444;0;0;Meles.meles;Homo_neand;14
1091;11;13;12;2;0;0.005;0.3;0.68447;1;0;0;Meles.meles;Homo.sapiens;14
1092;12;13;51;2;0;0.021;1.5;0.07081;1;0;0;Homo_neand;Homo.sapiens;14
1093;1;2;19;33;9;0.128;9;0.61553;0.59608;0;0;Ursus.arctos;Ursus.spelaeus;15
1094;1;3;19;6;3;0.023;1.6;0.95758;0.19633;0;0;Ursus.arctos;Panthera.spelaea;15
1095;1;4;19;8;2;0.031;2.2;0.62668;0.69954;0;0;Ursus.arctos;Panthera.leo;15
1096;1;5;19;13;3;0.05;3.5;0.50601;0.75484;0;0;Ursus.arctos;Panthera.pardus;15
1097;1;6;19;10;5;0.039;2.7;0.98001;0.08885;0;0;Ursus.arctos;Felis.silvestris;15
1098;1;7;19;29;12;0.112;7.9;0.99414;0.02424;0;1;Ursus.arctos;Crocuta.crocuta;15
1099;1;8;19;41;15;0.159;11.1;0.993;0.03073;0;1;Ursus.arctos;Canis.lupus;15
1100;1;9;19;41;11;0.159;11.1;0.57732;0.63629;0;0;Ursus.arctos;Vulpes.vulpes;15
1101;1;10;19;1;0;0.004;0.3;0.72857;1;0;0;Ursus.arctos;Vulpes.lagopus;15
1102;1;11;19;12;1;0.047;3.3;0.09998;0.98508;0;0;Ursus.arctos;Meles.meles;15
1103;1;12;19;52;12;0.202;14.1;0.16016;0.94329;0;0;Ursus.arctos;Homo_neand;15
1104;1;13;19;1;1;0.004;0.3;1;0.27143;0;0;Ursus.arctos;Homo.sapiens;15
1105;2;3;33;6;5;0.04;2.8;0.99155;0.07542;0;0;Ursus.spelaeus;Panthera.spelaea;15
1106;2;4;33;8;5;0.054;3.8;0.90365;0.29169;0;0;Ursus.spelaeus;Panthera.leo;15
1107;2;5;33;13;6;0.088;6.1;0.59144;0.64879;0;0;Ursus.spelaeus;Panthera.pardus;15
1108;2;6;33;10;5;0.067;4.7;0.70479;0.55599;0;0;Ursus.spelaeus;Felis.silvestris;15
1109;2;7;33;29;18;0.195;13.7;0.9908;0.03109;0;1;Ursus.spelaeus;Crocuta.crocuta;15
1110;2;8;33;41;26;0.276;19.3;0.99981;0.00118;0;1;Ursus.spelaeus;Canis.lupus;15
1111;2;9;33;41;22;0.276;19.3;0.93887;0.14559;0;0;Ursus.spelaeus;Vulpes.vulpes;15
1112;2;10;33;1;0;0.007;0.5;0.52857;1;0;0;Ursus.spelaeus;Vulpes.lagopus;15
1113;2;11;33;12;9;0.081;5.7;0.9935;0.03467;0;1;Ursus.spelaeus;Meles.meles;15
1114;2;12;33;52;21;0.35;24.5;0.04905;0.98652;1;0;Ursus.spelaeus;Homo_neand;15
1115;2;13;33;1;1;0.007;0.5;1;0.47143;0;0;Ursus.spelaeus;Homo.sapiens;15
1116;3;4;6;8;0;0.01;0.7;0.46886;1;0;0;Panthera.spelaea;Panthera.leo;15
1117;3;5;6;13;1;0.016;1.1;0.69191;0.72324;0;0;Panthera.spelaea;Panthera.pardus;15
1118;3;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.spelaea;Felis.silvestris;15
1119;3;7;6;29;3;0.036;2.5;0.8107;0.48637;0;0;Panthera.spelaea;Crocuta.crocuta;15
1120;3;8;6;41;5;0.05;3.5;0.96571;0.20004;0;0;Panthera.spelaea;Canis.lupus;15
1121;3;9;6;41;4;0.05;3.5;0.79996;0.51363;0;0;Panthera.spelaea;Vulpes.vulpes;15
1122;3;10;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.spelaea;Vulpes.lagopus;15
1123;3;11;6;12;1;0.015;1;0.72806;0.6913;0;0;Panthera.spelaea;Meles.meles;15
1124;3;12;6;52;3;0.064;4.5;0.17203;0.96551;0;0;Panthera.spelaea;Homo_neand;15
1125;3;13;6;1;0;0.001;0.1;0.91429;1;0;0;Panthera.spelaea;Homo.sapiens;15
1126;4;5;8;13;0;0.021;1.5;0.17504;1;0;0;Panthera.leo;Panthera.pardus;15
1127;4;6;8;10;1;0.016;1.1;0.68013;0.72897;0;0;Panthera.leo;Felis.silvestris;15
1128;4;7;8;29;6;0.047;3.3;0.99277;0.04849;0;1;Panthera.leo;Crocuta.crocuta;15
1129;4;8;8;41;6;0.067;4.7;0.92082;0.27256;0;0;Panthera.leo;Canis.lupus;15
1130;4;9;8;41;5;0.067;4.7;0.72744;0.56262;0;0;Panthera.leo;Vulpes.vulpes;15
1131;4;10;8;1;0;0.002;0.1;0.88571;1;0;0;Panthera.leo;Vulpes.lagopus;15
1132;4;11;8;12;1;0.02;1.4;0.58524;0.79696;0;0;Panthera.leo;Meles.meles;15
1133;4;12;8;52;3;0.085;5.9;0.02285;0.99721;1;0;Panthera.leo;Homo_neand;15
1134;4;13;8;1;0;0.002;0.1;0.88571;1;0;0;Panthera.leo;Homo.sapiens;15
1135;5;6;13;10;6;0.027;1.9;0.99987;0.00184;0;1;Panthera.pardus;Felis.silvestris;15
1136;5;7;13;29;9;0.077;5.4;0.99486;0.02651;0;1;Panthera.pardus;Crocuta.crocuta;15
1137;5;8;13;41;8;0.109;7.6;0.70617;0.53288;0;0;Panthera.pardus;Canis.lupus;15
1138;5;9;13;41;9;0.109;7.6;0.88147;0.29383;0;0;Panthera.pardus;Vulpes.vulpes;15
1139;5;10;13;1;0;0.003;0.2;0.81429;1;0;0;Panthera.pardus;Vulpes.lagopus;15
1140;5;11;13;12;3;0.032;2.2;0.85039;0.39146;0;0;Panthera.pardus;Meles.meles;15
1141;5;12;13;52;10;0.138;9.7;0.71365;0.55831;0;0;Panthera.pardus;Homo_neand;15
1142;5;13;13;1;0;0.003;0.2;0.81429;1;0;0;Panthera.pardus;Homo.sapiens;15
1143;6;7;10;29;6;0.059;4.1;0.9481;0.17316;0;0;Felis.silvestris;Crocuta.crocuta;15
1144;6;8;10;41;6;0.084;5.9;0.6667;0.6025;0;0;Felis.silvestris;Canis.lupus;15
1145;6;9;10;41;9;0.084;5.9;0.99717;0.02844;0;1;Felis.silvestris;Vulpes.vulpes;15
1146;6;10;10;1;0;0.002;0.1;0.85714;1;0;0;Felis.silvestris;Vulpes.lagopus;15
1147;6;11;10;12;3;0.024;1.7;0.9393;0.22745;0;0;Felis.silvestris;Meles.meles;15
1148;6;12;10;52;8;0.106;7.4;0.79319;0.49705;0;0;Felis.silvestris;Homo_neand;15
1149;6;13;10;1;0;0.002;0.1;0.85714;1;0;0;Felis.silvestris;Homo.sapiens;15
1150;7;8;29;41;22;0.243;17;0.99712;0.01231;0;1;Crocuta.crocuta;Canis.lupus;15
1151;7;9;29;41;19;0.243;17;0.89261;0.2284;0;0;Crocuta.crocuta;Vulpes.vulpes;15
1152;7;10;29;1;0;0.006;0.4;0.58571;1;0;0;Crocuta.crocuta;Vulpes.lagopus;15
1153;7;11;29;12;6;0.071;5;0.83749;0.36327;0;0;Crocuta.crocuta;Meles.meles;15
1154;7;12;29;52;19;0.308;21.5;0.12867;0.95384;0;0;Crocuta.crocuta;Homo_neand;15
1155;7;13;29;1;1;0.006;0.4;1;0.41429;0;0;Crocuta.crocuta;Homo.sapiens;15
1156;8;9;41;41;27;0.343;24;0.957;0.11049;0;0;Canis.lupus;Vulpes.vulpes;15
1157;8;10;41;1;0;0.008;0.6;0.41429;1;0;0;Canis.lupus;Vulpes.lagopus;15
1158;8;11;41;12;10;0.1;7;0.99065;0.05214;0;0;Canis.lupus;Meles.meles;15
1159;8;12;41;52;28;0.435;30.5;0.13829;0.95192;0;0;Canis.lupus;Homo_neand;15
1160;8;13;41;1;0;0.008;0.6;0.41429;1;0;0;Canis.lupus;Homo.sapiens;15
1161;9;10;41;1;1;0.008;0.6;1;0.58571;0;0;Vulpes.vulpes;Vulpes.lagopus;15
1162;9;11;41;12;10;0.1;7;0.99065;0.05214;0;0;Vulpes.vulpes;Meles.meles;15
1163;9;12;41;52;30;0.435;30.5;0.51263;0.69996;0;0;Vulpes.vulpes;Homo_neand;15
1164;9;13;41;1;0;0.008;0.6;0.41429;1;0;0;Vulpes.vulpes;Homo.sapiens;15
1165;10;11;1;12;0;0.002;0.2;0.82857;1;0;0;Vulpes.lagopus;Meles.meles;15
1166;10;12;1;52;0;0.011;0.7;0.25714;1;0;0;Vulpes.lagopus;Homo_neand;15
1167;10;13;1;1;0;0;0;0.98571;1;0;0;Vulpes.lagopus;Homo.sapiens;15
1168;11;12;12;52;9;0.127;8.9;0.65089;0.63129;0;0;Meles.meles;Homo_neand;15
1169;11;13;12;1;0;0.002;0.2;0.82857;1;0;0;Meles.meles;Homo.sapiens;15
1170;12;13;52;1;0;0.011;0.7;0.25714;1;0;0;Homo_neand;Homo.sapiens;15
1171;1;2;19;34;10;0.132;9.2;0.75279;0.44166;0;0;Ursus.arctos;Ursus.spelaeus;16
1172;1;3;19;6;3;0.023;1.6;0.95758;0.19633;0;0;Ursus.arctos;Panthera.spelaea;16
1173;1;4;19;7;1;0.027;1.9;0.38202;0.90342;0;0;Ursus.arctos;Panthera.leo;16
1174;1;5;19;12;3;0.047;3.3;0.58245;0.69465;0;0;Ursus.arctos;Panthera.pardus;16
1175;1;6;19;10;5;0.039;2.7;0.98001;0.08885;0;0;Ursus.arctos;Felis.silvestris;16
1176;1;7;19;29;12;0.112;7.9;0.99414;0.02424;0;1;Ursus.arctos;Crocuta.crocuta;16
1177;1;8;19;41;15;0.159;11.1;0.993;0.03073;0;1;Ursus.arctos;Canis.lupus;16
1178;1;9;19;39;11;0.151;10.6;0.6879;0.52037;0;0;Ursus.arctos;Vulpes.vulpes;16
1179;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;16
1180;1;11;19;13;1;0.05;3.5;0.07358;0.98997;0;0;Ursus.arctos;Meles.meles;16
1181;1;12;19;52;11;0.202;14.1;0.05671;0.98493;0;0;Ursus.arctos;Homo_neand;16
1182;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;16
1183;2;3;34;6;5;0.042;2.9;0.98974;0.08666;0;0;Ursus.spelaeus;Panthera.spelaea;16
1184;2;4;34;7;5;0.049;3.4;0.95512;0.19111;0;0;Ursus.spelaeus;Panthera.leo;16
1185;2;5;34;12;5;0.083;5.8;0.41863;0.7997;0;0;Ursus.spelaeus;Panthera.pardus;16
1186;2;6;34;10;5;0.069;4.9;0.66955;0.59488;0;0;Ursus.spelaeus;Felis.silvestris;16
1187;2;7;34;29;18;0.201;14.1;0.98429;0.0484;0;1;Ursus.spelaeus;Crocuta.crocuta;16
1188;2;8;34;41;27;0.284;19.9;0.99991;0.00059;0;1;Ursus.spelaeus;Canis.lupus;16
1189;2;9;34;39;23;0.271;18.9;0.98629;0.04298;0;1;Ursus.spelaeus;Vulpes.vulpes;16
1190;2;10;34;2;0;0.014;1;0.26087;1;0;0;Ursus.spelaeus;Vulpes.lagopus;16
1191;2;11;34;13;10;0.09;6.3;0.99577;0.02396;0;1;Ursus.spelaeus;Meles.meles;16
1192;2;12;34;52;22;0.361;25.3;0.0653;0.98075;0;0;Ursus.spelaeus;Homo_neand;16
1193;2;13;34;2;2;0.014;1;1;0.2323;0;0;Ursus.spelaeus;Homo.sapiens;16
1194;3;4;6;7;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;16
1195;3;5;6;12;1;0.015;1;0.72806;0.6913;0;0;Panthera.spelaea;Panthera.pardus;16
1196;3;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.spelaea;Felis.silvestris;16
1197;3;7;6;29;3;0.036;2.5;0.8107;0.48637;0;0;Panthera.spelaea;Crocuta.crocuta;16
1198;3;8;6;41;5;0.05;3.5;0.96571;0.20004;0;0;Panthera.spelaea;Canis.lupus;16
1199;3;9;6;39;4;0.048;3.3;0.83899;0.45271;0;0;Panthera.spelaea;Vulpes.vulpes;16
1200;3;10;6;2;1;0.002;0.2;0.99379;0.16522;0;0;Panthera.spelaea;Vulpes.lagopus;16
1201;3;11;6;13;1;0.016;1.1;0.69191;0.72324;0;0;Panthera.spelaea;Meles.meles;16
1202;3;12;6;52;2;0.064;4.5;0.03449;0.99646;1;0;Panthera.spelaea;Homo_neand;16
1203;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;16
1204;4;5;7;12;0;0.017;1.2;0.25082;1;0;0;Panthera.leo;Panthera.pardus;16
1205;4;6;7;10;1;0.014;1;0.73979;0.67783;0;0;Panthera.leo;Felis.silvestris;16
1206;4;7;7;29;5;0.041;2.9;0.98245;0.09878;0;0;Panthera.leo;Crocuta.crocuta;16
1207;4;8;7;41;5;0.059;4.1;0.87247;0.38133;0;0;Panthera.leo;Canis.lupus;16
