;Ursus.spelaeus;Ursus.arctos;Panthera.spelaea;Panthera.leo;Panthera.pardus;Crocuta.crocuta;Canis.lupus;Meles.meles;Vulpes.vulpes;Vulpes.lagopus;Felis.silvestris;Homo_neand;Homo.sapiens;Age
Felis.silvestris11;0.81194112;0.868575888;0.869937197;0.877614835;0.945105762;0.848033752;0.834533649;0.920866165;0.840296515;0.892595596;0;0.910371373;0.865963492;38
Homo_neand11;0.948061691;0.971549495;0.948950497;0.950850604;0.969623914;0.970886868;0.96044305;0.955198646;0.969636005;0.929568402;0.910371373;0;0.973582035;38
Homo.sapiens11;0.968080071;0.987533765;0.960606344;0.966652037;0.938116554;0.982772912;0.988747388;0.933211151;0.98688371;0.928429199;0.865963492;0.973582035;0;38
Ursus.spelaeus12;0;0.971236529;0.960722425;0.957426424;0.892581437;0.976727716;0.983346615;0.912076818;0.976418977;0.903018945;0.808041754;0.949395571;0.96891557;39
Ursus.arctos12;0.971236529;0;0.960776916;0.965263649;0.935202272;0.985208767;0.989414247;0.939640901;0.989095292;0.929297277;0.86303397;0.971666207;0.987287264;39
Panthera.spelaea12;0.960722425;0.960776916;0;0.978828048;0.899832929;0.955662107;0.967746495;0.943179347;0.949427898;0.941801663;0.869554348;0.949559277;0.959972183;39
Panthera.leo12;0.957426424;0.965263649;0.978828048;0;0.919144358;0.961644484;0.970528743;0.953473618;0.951438453;0.963083892;0.877118921;0.953386457;0.967754523;39
Panthera.pardus12;0.892581437;0.935202272;0.899832929;0.919144358;0;0.926226928;0.909853528;0.941444426;0.927818335;0.905945738;0.940184402;0.969606105;0.93673741;39
Crocuta.crocuta12;0.976727716;0.985208767;0.955662107;0.961644484;0.926226928;0;0.9850702;0.925506496;0.983142401;0.921258529;0.840044581;0.970530624;0.982860567;39
Canis.lupus12;0.983346615;0.989414247;0.967746495;0.970528743;0.909853528;0.9850702;0;0.925603581;0.990532918;0.921987625;0.832983359;0.960831147;0.988724582;39
Meles.meles12;0.912076818;0.939640901;0.943179347;0.953473618;0.941444426;0.925506496;0.925603581;0;0.919366883;0.957926273;0.921557458;0.957669781;0.933268287;39
Vulpes.vulpes12;0.976418977;0.989095292;0.949427898;0.951438453;0.927818335;0.983142401;0.990532918;0.919366883;0;0.904049823;0.836636891;0.969746889;0.98727177;39
Vulpes.lagopus12;0.903018945;0.929297277;0.941801663;0.963083892;0.905945738;0.921258529;0.921987625;0.957926273;0.904049823;0;0.893544922;0.932075809;0.930999518;39
Felis.silvestris12;0.808041754;0.86303397;0.869554348;0.877118921;0.940184402;0.840044581;0.832983359;0.921557458;0.836636891;0.893544922;0;0.90522126;0.859549478;39
Homo_neand12;0.949395571;0.971666207;0.949559277;0.953386457;0.969606105;0.970530624;0.960831147;0.957669781;0.969746889;0.932075809;0.90522126;0;0.973520633;39
Homo.sapiens12;0.96891557;0.987287264;0.959972183;0.967754523;0.93673741;0.982860567;0.988724582;0.933268287;0.98727177;0.930999518;0.859549478;0.973520633;0;39
Ursus.spelaeus13;0;0.972387812;0.959863676;0.957782274;0.896221615;0.97679975;0.982490457;0.914263409;0.975926234;0.907775971;0.804954384;0.950878766;0.968488252;40
Ursus.arctos13;0.972387812;0;0.962447915;0.968275499;0.935290373;0.984762556;0.990400498;0.941223703;0.989720072;0.933393486;0.857735464;0.971388758;0.986406491;40
Panthera.spelaea13;0.959863676;0.962447915;0;0.977491769;0.902028973;0.954747363;0.967683172;0.944389759;0.949511852;0.946337903;0.867704048;0.950222228;0.960189228;40
Panthera.leo13;0.957782274;0.968275499;0.977491769;0;0.923111319;0.962611606;0.972372754;0.956559204;0.953541712;0.966653102;0.876735472;0.956654278;0.969635442;40
Panthera.pardus13;0.896221615;0.935290373;0.902028973;0.923111319;0;0.92547276;0.912862967;0.943989958;0.929770525;0.906684191;0.935527868;0.96964416;0.935650434;40
Crocuta.crocuta13;0.97679975;0.984762556;0.954747363;0.962611606;0.92547276;0;0.98457834;0.9248683;0.982610154;0.922599057;0.830249964;0.969571966;0.982210897;40
Canis.lupus13;0.982490457;0.990400498;0.967683172;0.972372754;0.912862967;0.98457834;0;0.929571888;0.990411313;0.928502389;0.832866328;0.961981627;0.988626782;40
Meles.meles13;0.914263409;0.941223703;0.944389759;0.956559204;0.943989958;0.9248683;0.929571888;0;0.921667082;0.96001623;0.922091888;0.95996194;0.935198611;40
Vulpes.vulpes13;0.975926234;0.989720072;0.949511852;0.953541712;0.929770525;0.982610154;0.990411313;0.921667082;0;0.908421782;0.833751399;0.969691101;0.986600782;40
Vulpes.lagopus13;0.907775971;0.933393486;0.946337903;0.966653102;0.906684191;0.922599057;0.928502389;0.96001623;0.908421782;0;0.893294901;0.933031277;0.934173294;40
Felis.silvestris13;0.804954384;0.857735464;0.867704048;0.876735472;0.935527868;0.830249964;0.832866328;0.922091888;0.833751399;0.893294901;0;0.899931306;0.853240065;40
Homo_neand13;0.950878766;0.971388758;0.950222228;0.956654278;0.96964416;0.969571966;0.961981627;0.95996194;0.969691101;0.933031277;0.899931306;0;0.973137355;40
Homo.sapiens13;0.968488252;0.986406491;0.960189228;0.969635442;0.935650434;0.982210897;0.988626782;0.935198611;0.986600782;0.934173294;0.853240065;0.973137355;0;40
Ursus.spelaeus14;0;0.971303583;0.960034862;0.957100817;0.894589751;0.976548531;0.982873283;0.914693941;0.976772246;0.901531681;0.812407103;0.9505625;0.968025976;41
Ursus.arctos14;0.971303583;0;0.960439173;0.965028456;0.936881098;0.984589833;0.989343475;0.943584055;0.989500647;0.929293374;0.866738189;0.972871345;0.987014869;41
Panthera.spelaea14;0.960034862;0.960439173;0;0.978402774;0.89869238;0.954985601;0.968538764;0.944657559;0.950028947;0.940430563;0.871275449;0.948822449;0.959890374;41
Panthera.leo14;0.957100817;0.965028456;0.978402774;0;0.918195461;0.960905572;0.971429424;0.955521115;0.951555872;0.96280728;0.880102473;0.95275388;0.967632021;41
Panthera.pardus14;0.894589751;0.936881098;0.89869238;0.918195461;0;0.926185556;0.911606489;0.941234575;0.930047099;0.90424011;0.939431366;0.969013681;0.936911534;41
Crocuta.crocuta14;0.976548531;0.984589833;0.954985601;0.960905572;0.926185556;0;0.984518161;0.927815078;0.982834738;0.918530963;0.840657901;0.971750904;0.982664314;41
Canis.lupus14;0.982873283;0.989343475;0.968538764;0.971429424;0.911606489;0.984518161;0;0.931253051;0.990256152;0.92328122;0.839276335;0.962454403;0.988313097;41
Meles.meles14;0.914693941;0.943584055;0.944657559;0.955521115;0.941234575;0.927815078;0.931253051;0;0.92408794;0.959503598;0.922601419;0.957242521;0.936911295;41
Vulpes.vulpes14;0.976772246;0.989500647;0.950028947;0.951555872;0.930047099;0.982834738;0.990256152;0.92408794;0;0.903854237;0.842292981;0.971576641;0.986669456;41
Vulpes.lagopus14;0.901531681;0.929293374;0.940430563;0.96280728;0.90424011;0.918530963;0.92328122;0.959503598;0.903854237;0;0.896244806;0.928805705;0.930328121;41
Felis.silvestris14;0.812407103;0.866738189;0.871275449;0.880102473;0.939431366;0.840657901;0.839276335;0.922601419;0.842292981;0.896244806;0;0.903476829;0.862002592;41
Homo_neand14;0.9505625;0.972871345;0.948822449;0.95275388;0.969013681;0.971750904;0.962454403;0.957242521;0.971576641;0.928805705;0.903476829;0;0.974549286;41
Homo.sapiens14;0.968025976;0.987014869;0.959890374;0.967632021;0.936911534;0.982664314;0.988313097;0.936911295;0.986669456;0.930328121;0.862002592;0.974549286;0;41
Ursus.spelaeus15;0;0.971409734;0.959665876;0.957029381;0.895512341;0.976527708;0.982617815;0.915203926;0.976965997;0.901002302;0.814471955;0.95122551;0.967711824;42
Ursus.arctos15;0.971409734;0;0.960317812;0.965154363;0.937445555;0.984682296;0.989407025;0.944675315;0.989592951;0.929073765;0.868488793;0.973557429;0.987052763;42
Panthera.spelaea15;0.959665876;0.960317812;0;0.978355884;0.89788421;0.954921824;0.969066125;0.944530057;0.950623677;0.939749115;0.870992397;0.948824535;0.960847839;42
Panthera.leo15;0.957029381;0.965154363;0.978355884;0;0.917789559;0.960701935;0.971961644;0.956039254;0.951947591;0.962880927;0.881532444;0.952907908;0.968199916;42
Panthera.pardus15;0.895512341;0.937445555;0.89788421;0.917789559;0;0.926618403;0.912388348;0.940800201;0.931058148;0.902918035;0.939196587;0.968745059;0.937118134;42
Crocuta.crocuta15;0.976527708;0.984682296;0.954921824;0.960701935;0.926618403;0;0.984412558;0.928233425;0.983091846;0.917340386;0.841807758;0.972682414;0.982571989;42
Canis.lupus15;0.982617815;0.989407025;0.969066125;0.971961644;0.912388348;0.984412558;0;0.932969714;0.990191626;0.923956541;0.842051594;0.963465324;0.988363415;42
Meles.meles15;0.915203926;0.944675315;0.944530057;0.956039254;0.940800201;0.928233425;0.932969714;0;0.925544641;0.959625794;0.922883239;0.956575918;0.938532095;42
Vulpes.vulpes15;0.976965997;0.989592951;0.950623677;0.951947591;0.931058148;0.983091846;0.990191626;0.925544641;0;0.903674935;0.844728927;0.972562993;0.986488118;42
Vulpes.lagopus15;0.901002302;0.929073765;0.939749115;0.962880927;0.902918035;0.917340386;0.923956541;0.959625794;0.903674935;0;0.896826982;0.927251334;0.930838004;42
Felis.silvestris15;0.814471955;0.868488793;0.870992397;0.881532444;0.939196587;0.841807758;0.842051594;0.922883239;0.844728927;0.896826982;0;0.902708486;0.864019284;42
Homo_neand15;0.95122551;0.973557429;0.948824535;0.952907908;0.968745059;0.972682414;0.963465324;0.956575918;0.972562993;0.927251334;0.902708486;0;0.97515815;42
Homo.sapiens15;0.967711824;0.987052763;0.960847839;0.968199916;0.937118134;0.982571989;0.988363415;0.938532095;0.986488118;0.930838004;0.864019284;0.97515815;0;42
Ursus.spelaeus16;0;0.970753022;0.960354196;0.95655329;0.895454448;0.975978391;0.982420556;0.915882135;0.977229974;0.89556592;0.819528329;0.950959266;0.966769078;43
Ursus.arctos16;0.970753022;0;0.960057888;0.963069094;0.939209754;0.984489933;0.988888906;0.94612788;0.98952077;0.925491065;0.875036598;0.974306218;0.987156353;43
Panthera.spelaea16;0.960354196;0.960057888;0;0.979615208;0.897181227;0.955665736;0.970645707;0.945088574;0.952093026;0.935368179;0.873441746;0.948256926;0.962132129;43
Panthera.leo16;0.95655329;0.963069094;0.979615208;0;0.915276042;0.959710971;0.971685837;0.955624038;0.950937102;0.959960764;0.884026012;0.95096409;0.967793918;43
Panthera.pardus16;0.895454448;0.939209754;0.897181227;0.915276042;0;0.927980082;0.913376059;0.939106408;0.932431001;0.901196817;0.941819024;0.968765219;0.939081658;43
Crocuta.crocuta16;0.975978391;0.984489933;0.955665736;0.959710971;0.927980082;0;0.984353985;0.929889842;0.983493262;0.913697562;0.848542506;0.974171689;0.982428832;43
Canis.lupus16;0.982420556;0.988888906;0.970645707;0.971685837;0.913376059;0.984353985;0;0.935179317;0.990187688;0.92052519;0.848474768;0.964515033;0.988289872;43
Meles.meles16;0.915882135;0.94612788;0.945088574;0.955624038;0.939106408;0.929889842;0.935179317;0;0.927407637;0.959034013;0.92357838;0.954602795;0.941345328;43
Vulpes.vulpes16;0.977229974;0.98952077;0.952093026;0.950937102;0.932431001;0.983493262;0.990187688;0.927407637;0;0.900061746;0.851373121;0.97405333;0.986155335;43
Vulpes.lagopus16;0.89556592;0.925491065;0.935368179;0.959960764;0.901196817;0.913697562;0.92052519;0.959034013;0.900061746;0;0.898638396;0.923565273;0.9294332;43
Felis.silvestris16;0.819528329;0.875036598;0.873441746;0.884026012;0.941819024;0.848542506;0.848474768;0.92357838;0.851373121;0.898638396;0;0.905205162;0.872226259;43
Homo_neand16;0.950959266;0.974306218;0.948256926;0.95096409;0.968765219;0.974171689;0.964515033;0.954602795;0.97405333;0.923565273;0.905205162;0;0.97629219;43
Homo.sapiens16;0.966769078;0.987156353;0.962132129;0.967793918;0.939081658;0.982428832;0.988289872;0.941345328;0.986155335;0.9294332;0.872226259;0.97629219;0;43
Ursus.spelaeus17;0;0.970778147;0.960353287;0.956619887;0.896049046;0.976125794;0.982355424;0.916217445;0.977384881;0.895410854;0.820935368;0.951737572;0.966621467;44
Ursus.arctos17;0.970778147;0;0.960186705;0.962980486;0.939716579;0.984490951;0.988847431;0.94684578;0.989508813;0.925563179;0.876937345;0.974850404;0.987128956;44
Panthera.spelaea17;0.960353287;0.960186705;0;0.979810843;0.896544681;0.955970193;0.971505611;0.944609811;0.952629809;0.935340732;0.873722037;0.948117177;0.963065575;44
Panthera.leo17;0.956619887;0.962980486;0.979810843;0;0.914805074;0.959596338;0.972178221;0.955760958;0.951008674;0.96010093;0.884867986;0.951069046;0.968299994;44
Panthera.pardus17;0.896049046;0.939716579;0.896544681;0.914805074;0;0.928389526;0.913902843;0.938863494;0.933279991;0.900223452;0.941944578;0.968487546;0.939289127;44
Crocuta.crocuta17;0.976125794;0.984490951;0.955970193;0.959596338;0.928389526;0;0.984238195;0.930252676;0.983459716;0.913162255;0.849899646;0.974997283;0.982227685;44
Canis.lupus17;0.982355424;0.988847431;0.971505611;0.972178221;0.913902843;0.984238195;0;0.936573368;0.989948565;0.921365651;0.850995285;0.965224261;0.988359444;44
Meles.meles17;0.916217445;0.94684578;0.944609811;0.955760958;0.938863494;0.930252676;0.936573368;0;0.928151057;0.959312849;0.923857628;0.953870098;0.942714042;44
Vulpes.vulpes17;0.977384881;0.989508813;0.952629809;0.951008674;0.933279991;0.983459716;0.989948565;0.928151057;0;0.900199961;0.85390651;0.974790597;0.985970751;44
Vulpes.lagopus17;0.895410854;0.925563179;0.935340732;0.96010093;0.900223452;0.913162255;0.921365651;0.959312849;0.900199961;0;0.898695156;0.92251881;0.930364823;44
Felis.silvestris17;0.820935368;0.876937345;0.873722037;0.884867986;0.941944578;0.849899646;0.850995285;0.923857628;0.85390651;0.898695156;0;0.90499268;0.87456052;44
Homo_neand17;0.951737572;0.974850404;0.948117177;0.951069046;0.968487546;0.974997283;0.965224261;0.953870098;0.974790597;0.92251881;0.90499268;0;0.976637729;44
Homo.sapiens17;0.966621467;0.987128956;0.963065575;0.968299994;0.939289127;0.982227685;0.988359444;0.942714042;0.985970751;0.930364823;0.87456052;0.976637729;0;44
Ursus.spelaeus18;0;0.970356884;0.962028741;0.95500622;0.897477643;0.975490526;0.982595776;0.916224042;0.978500325;0.883646137;0.831596314;0.951764351;0.965254493;45
Ursus.arctos18;0.970356884;0;0.959836797;0.958907988;0.942289446;0.984667675;0.988023558;0.947384142;0.989219523;0.918767744;0.888453494;0.975516871;0.986759103;45
Panthera.spelaea18;0.962028741;0.959836797;0;0.981477352;0.897274517;0.957688537;0.974341909;0.944027314;0.954700638;0.925547373;0.87861293;0.947915032;0.966187209;45
Panthera.leo18;0.95500622;0.958907988;0.981477352;0;0.912714356;0.957312519;0.971381817;0.954312254;0.948546523;0.954085861;0.890172626;0.94799921;0.968047844;45
Panthera.pardus18;0.897477643;0.942289446;0.897274517;0.912714356;0;0.931378262;0.916296952;0.936107204;0.934803678;0.89900674;0.947418228;0.96886645;0.942071245;45
Crocuta.crocuta18;0.975490526;0.984667675;0.957688537;0.957312519;0.931378262;0;0.983973314;0.93171802;0.983902894;0.906608776;0.86343723;0.976355808;0.981950815;45
Canis.lupus18;0.982595776;0.988023558;0.974341909;0.971381817;0.916296952;0.983973314;0;0.939318854;0.989818566;0.914493459;0.863646622;0.96665481;0.988042866;45
Meles.meles18;0.916224042;0.947384142;0.944027314;0.954312254;0.936107204;0.93171802;0.939318854;0;0.928755445;0.957724826;0.924228227;0.950583922;0.94612701;45
Vulpes.vulpes18;0.978500325;0.989219523;0.954700638;0.948546523;0.934803678;0.983902894;0.989818566;0.928755445;0;0.891987571;0.864897578;0.976046419;0.98449158;45
Vulpes.lagopus18;0.883646137;0.918767744;0.925547373;0.954085861;0.89900674;0.906608776;0.914493459;0.957724826;0.891987571;0;0.902508838;0.916280287;0.928332517;45
Felis.silvestris18;0.831596314;0.888453494;0.87861293;0.890172626;0.947418228;0.86343723;0.863646622;0.924228227;0.864897578;0.902508838;0;0.911371204;0.888952863;45
Homo_neand18;0.951764351;0.975516871;0.947915032;0.94799921;0.96886645;0.976355808;0.96665481;0.950583922;0.976046419;0.916280287;0.911371204;0;0.977677188;45
Homo.sapiens18;0.965254493;0.986759103;0.966187209;0.968047844;0.942071245;0.981950815;0.988042866;0.94612701;0.98449158;0.928332517;0.888952863;0.977677188;0;45
Ursus.spelaeus19;0;0.970141803;0.963802952;0.952637173;0.901616424;0.974404574;0.982995248;0.914861302;0.980057259;0.865209207;0.843355742;0.952736806;0.963295718;46
Ursus.arctos19;0.970141803;0;0.959382668;0.954401915;0.946611424;0.985171192;0.98724288;0.947156844;0.9883726;0.909975473;0.90169141;0.976779893;0.985621121;46
Panthera.spelaea19;0.963802952;0.959382668;0;0.983300819;0.900692659;0.958821495;0.976872736;0.941387685;0.957109847;0.910281712;0.883367917;0.94875858;0.968973503;46
Panthera.leo19;0.952637173;0.954401915;0.983300819;0;0.914625713;0.954239189;0.970346643;0.952397765;0.946347079;0.94501652;0.89780758;0.946368115;0.96844768;46
Panthera.pardus19;0.901616424;0.946611424;0.900692659;0.914625713;0;0.936972296;0.922120454;0.934687247;0.937176307;0.898558291;0.953446304;0.969939754;0.947765489;46
Crocuta.crocuta19;0.974404574;0.985171192;0.958821495;0.954239189;0.936972296;0;0.983426939;0.93203472;0.984030657;0.897227657;0.878901777;0.978215695;0.981256276;46
Canis.lupus19;0.982995248;0.98724288;0.976872736;0.970346643;0.922120454;0.983426939;0;0.942207376;0.989930997;0.904699317;0.878918275;0.969429656;0.987218827;46
Meles.meles19;0.914861302;0.947156844;0.941387685;0.952397765;0.934687247;0.93203472;0.942207376;0;0.928847905;0.954829705;0.924279085;0.946513156;0.951974617;46
Vulpes.vulpes19;0.980057259;0.9883726;0.957109847;0.946347079;0.937176307;0.984030657;0.989930997;0.928847905;0;0.880110199;0.87669352;0.977591001;0.981458599;46
Vulpes.lagopus19;0.865209207;0.909975473;0.910281712;0.94501652;0.898558291;0.897227657;0.904699317;0.954829705;0.880110199;0;0.907698671;0.907138323;0.926541983;46
Felis.silvestris19;0.843355742;0.90169141;0.883367917;0.89780758;0.953446304;0.878901777;0.878918275;0.924279085;0.87669352;0.907698671;0;0.919107913;0.90825543;46
Homo_neand19;0.952736806;0.976779893;0.94875858;0.946368115;0.969939754;0.978215695;0.969429656;0.946513156;0.977591001;0.907138323;0.919107913;0;0.979557604;46
Homo.sapiens19;0.963295718;0.985621121;0.968973503;0.96844768;0.947765489;0.981256276;0.987218827;0.951974617;0.981458599;0.926541983;0.90825543;0.979557604;0;46
Ursus.spelaeus20;0;0.971032877;0.962599929;0.954953357;0.899694935;0.975451338;0.98278387;0.916450368;0.979380347;0.882406834;0.833870051;0.953113998;0.965471016;47
Ursus.arctos20;0.971032877;0;0.961186996;0.959122648;0.943297784;0.984553001;0.988282006;0.947601545;0.989102252;0.918157297;0.890553981;0.975809482;0.986677767;47
Panthera.spelaea20;0.962599929;0.961186996;0;0.981890522;0.898550992;0.95837936;0.975460376;0.943366096;0.955736596;0.925330495;0.879029734;0.94822154;0.96850273;47
Panthera.leo20;0.954953357;0.959122648;0.981890522;0;0.913717454;0.956838415;0.971483865;0.954643137;0.948156669;0.954865511;0.891727535;0.947946466;0.968896411;47
Panthera.pardus20;0.899694935;0.943297784;0.898550992;0.913717454;0;0.932654867;0.918127632;0.935953413;0.935315973;0.897605789;0.948053879;0.968707351;0.94289464;47
Crocuta.crocuta20;0.975451338;0.984553001;0.95837936;0.956838415;0.932654867;0;0.983489849;0.931102436;0.983524243;0.904653412;0.865198077;0.977097686;0.981204571;47
Canis.lupus20;0.98278387;0.988282006;0.975460376;0.971483865;0.918127632;0.983489849;0;0.940757217;0.989766353;0.91504685;0.866810282;0.967498422;0.988160737;47
Meles.meles20;0.916450368;0.947601545;0.943366096;0.954643137;0.935953413;0.931102436;0.940757217;0;0.929156777;0.957678065;0.923541628;0.948868554;0.948424991;47
Vulpes.vulpes20;0.979380347;0.989102252;0.955736596;0.948156669;0.935315973;0.983524243;0.989766353;0.929156777;0;0.890905083;0.866425196;0.97644318;0.983434261;47
Vulpes.lagopus20;0.882406834;0.918157297;0.925330495;0.954865511;0.897605789;0.904653412;0.91504685;0.957678065;0.890905083;0;0.902076711;0.913765602;0.930115554;47
Felis.silvestris20;0.833870051;0.890553981;0.879029734;0.891727535;0.948053879;0.865198077;0.866810282;0.923541628;0.866425196;0.902076711;0;0.910785317;0.892992968;47
Homo_neand20;0.953113998;0.975809482;0.94822154;0.947946466;0.968707351;0.977097686;0.967498422;0.948868554;0.97644318;0.913765602;0.910785317;0;0.977697143;47
Homo.sapiens20;0.965471016;0.986677767;0.96850273;0.968896411;0.94289464;0.981204571;0.988160737;0.948424991;0.983434261;0.930115554;0.892992968;0.977697143;0;47
Ursus.spelaeus21;0;0.97122582;0.962055516;0.955251405;0.898389286;0.975501694;0.982795683;0.915677737;0.978978729;0.888195903;0.828036369;0.953232387;0.965834417;48
Ursus.arctos21;0.97122582;0;0.961718139;0.960594231;0.941511792;0.984072764;0.988768185;0.947227922;0.989340678;0.921250412;0.884453909;0.975158829;0.986796682;48
Panthera.spelaea21;0.962055516;0.961718139;0;0.980993233;0.897692492;0.957703503;0.974540135;0.9427956;0.954700538;0.930601026;0.875743622;0.947937075;0.968048169;48
Panthera.leo21;0.955251405;0.960594231;0.980993233;0;0.913445569;0.957105193;0.971530582;0.955233688;0.948427291;0.958806473;0.888323921;0.948255006;0.96877086;48
Panthera.pardus21;0.898389286;0.941511792;0.897692492;0.913445569;0;0.930021624;0.916460079;0.93682034;0.934891563;0.896664992;0.946134596;0.968087565;0.940781871;48
Crocuta.crocuta21;0.975501694;0.984072764;0.957703503;0.957105193;0.930021624;0;0.98347197;0.92921861;0.983190452;0.906759316;0.857128139;0.976450188;0.980700631;48
Canis.lupus21;0.982795683;0.988768185;0.974540135;0.971530582;0.916460079;0.98347197;0;0.939857842;0.989588863;0.919201845;0.860441322;0.966695838;0.988348543;48
Meles.meles21;0.915677737;0.947227922;0.9427956;0.955233688;0.93682034;0.92921861;0.939857842;0;0.929384481;0.958111827;0.922463254;0.949014579;0.947579639;48
Vulpes.vulpes21;0.978978729;0.989340678;0.954700538;0.948427291;0.934891563;0.983190452;0.989588863;0.929384481;0;0.894807477;0.86177122;0.976364183;0.983846212;48
Vulpes.lagopus21;0.888195903;0.921250412;0.930601026;0.958806473;0.896664992;0.906759316;0.919201845;0.958111827;0.894807477;0;0.898960128;0.915153727;0.932129803;48
Felis.silvestris21;0.828036369;0.884453909;0.875743622;0.888323921;0.946134596;0.857128139;0.860441322;0.922463254;0.86177122;0.898960128;0;0.906527225;0.886494805;48
Homo_neand21;0.953232387;0.975158829;0.947937075;0.948255006;0.968087565;0.976450188;0.966695838;0.949014579;0.976364183;0.915153727;0.906527225;0;0.976698687;48
Homo.sapiens21;0.965834417;0.986796682;0.968048169;0.96877086;0.940781871;0.980700631;0.988348543;0.947579639;0.983846212;0.932129803;0.886494805;0.976698687;0;48
Ursus.spelaeus22;0;0.971519766;0.962017245;0.955423812;0.897407115;0.975822961;0.982803836;0.914828289;0.978608195;0.892537621;0.822401988;0.953561409;0.966202262;49
Ursus.arctos22;0.971519766;0;0.963158357;0.962117389;0.940141023;0.983737879;0.989256256;0.946543868;0.989606504;0.923833663;0.87917337;0.974990347;0.986855831;49
Panthera.spelaea22;0.962017245;0.963158357;0;0.980600612;0.897986563;0.957786423;0.974406857;0.94261946;0.9546295;0.935362408;0.872607584;0.948566329;0.968465522;49
Panthera.leo22;0.955423812;0.962117389;0.980600612;0;0.913887431;0.957346645;0.971619686;0.955531302;0.948600084;0.961918392;0.885566911;0.949243035;0.968752237;49
Panthera.pardus22;0.897407115;0.940141023;0.897986563;0.913887431;0;0.927787335;0.915428909;0.937673205;0.934097569;0.896150096;0.944381269;0.967513033;0.939090806;49
Crocuta.crocuta22;0.975822961;0.983737879;0.957786423;0.957346645;0.927787335;0;0.983286211;0.927082699;0.982857495;0.908246837;0.850057031;0.976008108;0.980221675;49
Canis.lupus22;0.982803836;0.989256256;0.974406857;0.971619686;0.915428909;0.983286211;0;0.938404583;0.989647669;0.92229223;0.854734521;0.966429229;0.988536745;49
Meles.meles22;0.914828289;0.946543868;0.94261946;0.955531302;0.937673205;0.927082699;0.938404583;0;0.928550361;0.958169851;0.92168486;0.949556857;0.94603282;49
Vulpes.vulpes22;0.978608195;0.989606504;0.9546295;0.948600084;0.934097569;0.982857495;0.989647669;0.928550361;0;0.89734855;0.856552882;0.975942311;0.984071411;49
Vulpes.lagopus22;0.892537621;0.923833663;0.935362408;0.961918392;0.896150096;0.908246837;0.92229223;0.958169851;0.89734855;0;0.896469054;0.916615155;0.9333291;49
Felis.silvestris22;0.822401988;0.87917337;0.872607584;0.885566911;0.944381269;0.850057031;0.854734521;0.92168486;0.856552882;0.896469054;0;0.902805248;0.880486959;49
Homo_neand22;0.953561409;0.974990347;0.948566329;0.949243035;0.967513033;0.976008108;0.966429229;0.949556857;0.975942311;0.916615155;0.902805248;0;0.976011979;49
Homo.sapiens22;0.966202262;0.986855831;0.968465522;0.968752237;0.939090806;0.980221675;0.988536745;0.94603282;0.984071411;0.9333291;0.880486959;0.976011979;0;49
Ursus.spelaeus23;0;0.9717067;0.962081714;0.954346726;0.897263238;0.975415025;0.982962652;0.914352635;0.978662287;0.888534106;0.824202241;0.953075163;0.965851119;50
Ursus.arctos23;0.9717067;0;0.963041168;0.960711836;0.940315537;0.983794812;0.989243981;0.946282753;0.989395136;0.92137614;0.880743787;0.975041862;0.987078201;50
Panthera.spelaea23;0.962081714;0.963041168;0;0.981015548;0.898712284;0.958000404;0.974405509;0.942657393;0.954189193;0.9322999;0.873832579;0.948603662;0.968711358;50
Panthera.leo23;0.954346726;0.960711836;0.981015548;0;0.914057316;0.956139411;0.97054732;0.955231653;0.946809112;0.960722004;0.886926321;0.948281782;0.968070363;50
Panthera.pardus23;0.897263238;0.940315537;0.898712284;0.914057316;0;0.928173203;0.916067475;0.936819834;0.933847736;0.896048149;0.946338977;0.967482481;0.940264953;50
Crocuta.crocuta23;0.975415025;0.983794812;0.958000404;0.956139411;0.928173203;0;0.983156555;0.927100764;0.982505204;0.905929786;0.852877868;0.975920228;0.979831071;50
Canis.lupus23;0.982962652;0.989243981;0.974405509;0.97054732;0.916067475;0.983156555;0;0.93855784;0.989467134;0.91942424;0.856684268;0.966675753;0.988335977;50
Meles.meles23;0.914352635;0.946282753;0.942657393;0.955231653;0.936819834;0.927100764;0.93855784;0;0.92781212;0.957861693;0.920639911;0.948707767;0.947056982;50
Vulpes.vulpes23;0.978662287;0.989395136;0.954189193;0.946809112;0.933847736;0.982505204;0.989467134;0.92781212;0;0.893689087;0.857587695;0.975825666;0.983398812;50
Vulpes.lagopus23;0.888534106;0.92137614;0.9322999;0.960722004;0.896048149;0.905929786;0.91942424;0.957861693;0.893689087;0;0.896704753;0.914967436;0.932372201;50
Felis.silvestris23;0.824202241;0.880743787;0.873832579;0.886926321;0.946338977;0.852877868;0.856684268;0.920639911;0.857587695;0.896704753;0;0.904645126;0.883944963;50
Homo_neand23;0.953075163;0.975041862;0.948603662;0.948281782;0.967482481;0.975920228;0.966675753;0.948707767;0.975825666;0.914967436;0.904645126;0;0.976239062;50
Homo.sapiens23;0.965851119;0.987078201;0.968711358;0.968070363;0.940264953;0.979831071;0.988335977;0.947056982;0.983398812;0.932372201;0.883944963;0.976239062;0;50
Ursus.spelaeus24;0;0.972075609;0.961643289;0.95311454;0.897939749;0.975238022;0.983113546;0.91341436;0.979307087;0.883335593;0.825835168;0.952799944;0.965479998;51
