Species;Ursus.spelaeus;Ursus.arctos;Panthera.spelaea;Panthera.leo;Panthera.pardus;Crocuta.crocuta;Canis.lupus;Meles.meles;Vulpes.vulpes;Vulpes.lagopus;Felis.silvestris;Homo_neand;Homo.sapiens;Age
Panthera.leo;0.779545629;0.813487266;0.843823209;0;0.684230003;0.791551869;0.829601032;0.75826157;0.768628305;0.804942254;0.587093795;0.763416234;0.813130499;39
Panthera.pardus;0.655537381;0.719064878;0.648651126;0.684230003;0;0.708960012;0.680501895;0.730480979;0.726884237;0.657749197;0.7111529;0.8152746;0.734585694;39
Crocuta.crocuta;0.843704281;0.870829257;0.78249884;0.791551869;0.708960012;0;0.884354906;0.710098572;0.875617406;0.701084884;0.542054959;0.824836309;0.877369971;39
Canis.lupus;0.855228926;0.891419604;0.81735401;0.829601032;0.680501895;0.884354906;0;0.718980179;0.903565616;0.717462981;0.536720128;0.800429427;0.900016038;39
Meles.meles;0.678653378;0.740058683;0.729022683;0.75826157;0.730480979;0.710098572;0.718980179;0;0.699172042;0.76595935;0.691094814;0.771472601;0.727399413;39
Vulpes.vulpes;0.840918957;0.886164386;0.765111245;0.768628305;0.726884237;0.875617406;0.903565616;0.699172042;0;0.666909391;0.54287848;0.838497634;0.892170913;39
Vulpes.lagopus;0.677143915;0.718673131;0.762886079;0.804942254;0.657749197;0.701084884;0.717462981;0.76595935;0.666909391;0;0.628782989;0.710649977;0.716512346;39
Felis.silvestris;0.488192174;0.580739125;0.589113396;0.587093795;0.7111529;0.542054959;0.536720128;0.691094814;0.54287848;0.628782989;0;0.63704561;0.579494415;39
Homo_neand;0.763054369;0.820739538;0.74985927;0.763416234;0.8152746;0.824836309;0.800429427;0.771472601;0.838497634;0.710649977;0.63704561;0;0.836905073;39
Homo.sapiens;0.813850425;0.884434105;0.786163608;0.813130499;0.734585694;0.877369971;0.900016038;0.727399413;0.892170913;0.716512346;0.579494415;0.836905073;0;39
Ursus.spelaeus;0;0.811867533;0.79136645;0.779427077;0.662027867;0.846331399;0.851367629;0.682208026;0.838566827;0.680621875;0.483404121;0.767164553;0.812785504;40
Ursus.arctos;0.811867533;0;0.790435057;0.821151701;0.721618843;0.868959726;0.898506766;0.746819481;0.8907474;0.727508867;0.571482385;0.82052579;0.882422373;40
Panthera.spelaea;0.79136645;0.790435057;0;0.837347783;0.654003572;0.783302501;0.816763013;0.732740262;0.765348064;0.770568069;0.589811914;0.750522535;0.787102582;40
Panthera.leo;0.779427077;0.821151701;0.837347783;0;0.693731984;0.79381795;0.83590971;0.767652894;0.773758401;0.813192563;0.587346971;0.77056099;0.819940735;40
Panthera.pardus;0.662027867;0.721618843;0.654003572;0.693731984;0;0.710678506;0.687244167;0.735134656;0.733170074;0.659718481;0.701283204;0.817322089;0.733677239;40
Crocuta.crocuta;0.846331399;0.868959726;0.783302501;0.79381795;0.710678506;0;0.882166538;0.710456241;0.873788872;0.702643256;0.527990218;0.823842219;0.873656534;40
Canis.lupus;0.851367629;0.898506766;0.816763013;0.83590971;0.687244167;0.882166538;0;0.727703506;0.902428136;0.726916919;0.533310769;0.803053237;0.901384715;40
Meles.meles;0.682208026;0.746819481;0.732740262;0.767652894;0.735134656;0.710456241;0.727703506;0;0.706241556;0.773987623;0.691742034;0.776001166;0.731091744;40
Vulpes.vulpes;0.838566827;0.8907474;0.765348064;0.773758401;0.733170074;0.873788872;0.902428136;0.706241556;0;0.673993566;0.537461036;0.839993354;0.890183398;40
Vulpes.lagopus;0.680621875;0.727508867;0.770568069;0.813192563;0.659718481;0.702643256;0.726916919;0.773987623;0.673993566;0;0.628386669;0.711618263;0.723495699;40
Felis.silvestris;0.483404121;0.571482385;0.589811914;0.587346971;0.701283204;0.527990218;0.533310769;0.691742034;0.537461036;0.628386669;0;0.626685321;0.568316993;40
Homo_neand;0.767164553;0.82052579;0.750522535;0.77056099;0.817322089;0.823842219;0.803053237;0.776001166;0.839993354;0.711618263;0.626685321;0;0.835487534;40
Homo.sapiens;0.812785504;0.882422373;0.787102582;0.819940735;0.733677239;0.873656534;0.901384715;0.731091744;0.890183398;0.723495699;0.568316993;0.835487534;0;40
Ursus.spelaeus;0;0.810301894;0.790451582;0.777082059;0.65973647;0.843350572;0.852583281;0.683795982;0.841641519;0.672619897;0.494481064;0.766391519;0.811445378;41
Ursus.arctos;0.810301894;0;0.78429554;0.812307362;0.724072116;0.868073091;0.892367033;0.749811422;0.889574185;0.717560372;0.588051931;0.824543628;0.885121686;41
Panthera.spelaea;0.790451582;0.78429554;0;0.842969973;0.646648833;0.780486863;0.818062304;0.732353591;0.765913336;0.758927205;0.593429783;0.74764802;0.784698567;41
Panthera.leo;0.777082059;0.812307362;0.842969973;0;0.682749515;0.787832914;0.831186182;0.764386922;0.767861473;0.803443839;0.593097721;0.762548278;0.813142327;41
Panthera.pardus;0.65973647;0.724072116;0.646648833;0.682749515;0;0.709700454;0.683946512;0.728684718;0.732535735;0.652599513;0.710123726;0.81232696;0.734533787;41
Crocuta.crocuta;0.843350572;0.868073091;0.780486863;0.787832914;0.709700454;0;0.881000146;0.715358628;0.873604169;0.694965774;0.543173094;0.830372249;0.8749415;41
Canis.lupus;0.852583281;0.892367033;0.818062304;0.831186182;0.683946512;0.881000146;0;0.731071589;0.901544822;0.719303427;0.546515496;0.805181516;0.899277106;41
Meles.meles;0.683795982;0.749811422;0.732353591;0.764386922;0.728684718;0.715358628;0.731071589;0;0.70984181;0.771322009;0.692916797;0.769510375;0.736460338;41
Vulpes.vulpes;0.841641519;0.889574185;0.765913336;0.767861473;0.732535735;0.873604169;0.901544822;0.70984181;0;0.665267648;0.551856863;0.844766797;0.890451263;41
Vulpes.lagopus;0.672619897;0.717560372;0.758927205;0.803443839;0.652599513;0.694965774;0.719303427;0.771322009;0.665267648;0;0.634688178;0.700954575;0.713482906;41
Felis.silvestris;0.494481064;0.588051931;0.593429783;0.593097721;0.710123726;0.543173094;0.546515496;0.692916797;0.551856863;0.634688178;0;0.633604354;0.584503308;41
Homo_neand;0.766391519;0.824543628;0.74764802;0.762548278;0.81232696;0.830372249;0.805181516;0.769510375;0.844766797;0.700954575;0.633604354;0;0.83969891;41
Homo.sapiens;0.811445378;0.885121686;0.784698567;0.813142327;0.734533787;0.8749415;0.899277106;0.736460338;0.890451263;0.713482906;0.584503308;0.83969891;0;41
Ursus.spelaeus;0;0.810342568;0.790219015;0.775566968;0.661832136;0.843004773;0.850923092;0.684662762;0.842023304;0.670052263;0.497859847;0.768047229;0.810205945;42
Ursus.arctos;0.810342568;0;0.783751158;0.811670774;0.725327538;0.868191215;0.893377752;0.75302592;0.890488925;0.716039591;0.591518756;0.826853785;0.885865516;42
Panthera.spelaea;0.790219015;0.783751158;0;0.843371872;0.645454259;0.7805622;0.81899745;0.732652407;0.767051996;0.757262134;0.594178428;0.747110846;0.786606158;42
Panthera.leo;0.775566968;0.811670774;0.843371872;0;0.682082067;0.786499901;0.832338799;0.766360677;0.767870442;0.803080184;0.595858804;0.763032346;0.81485681;42
Panthera.pardus;0.661832136;0.725327538;0.645454259;0.682082067;0;0.711246802;0.685708;0.726541353;0.73486313;0.649549095;0.709709541;0.811247956;0.734760655;42
Crocuta.crocuta;0.843004773;0.868191215;0.7805622;0.786499901;0.711246802;0;0.879964353;0.717824011;0.874612396;0.691741989;0.546129411;0.833655778;0.873992211;42
Canis.lupus;0.850923092;0.893377752;0.81899745;0.832338799;0.685708;0.879964353;0;0.735565614;0.900652578;0.720019979;0.551450511;0.808344049;0.899514484;42
Meles.meles;0.684662762;0.75302592;0.732652407;0.766360677;0.726541353;0.717824011;0.735565614;0;0.713768592;0.77259009;0.694596792;0.767466196;0.741508887;42
Vulpes.vulpes;0.842023304;0.890488925;0.767051996;0.767870442;0.73486313;0.874612396;0.900652578;0.713768592;0;0.664068533;0.555704311;0.847598284;0.889236708;42
Vulpes.lagopus;0.670052263;0.716039591;0.757262134;0.803080184;0.649549095;0.691741989;0.720019979;0.77259009;0.664068533;0;0.636926438;0.696147657;0.713928445;42
Felis.silvestris;0.497859847;0.591518756;0.594178428;0.595858804;0.709709541;0.546129411;0.551450511;0.694596792;0.555704311;0.636926438;0;0.6322773;0.589126152;42
Homo_neand;0.768047229;0.826853785;0.747110846;0.763032346;0.811247956;0.833655778;0.808344049;0.767466196;0.847598284;0.696147657;0.6322773;0;0.8414684;42
Homo.sapiens;0.810205945;0.885865516;0.786606158;0.81485681;0.734760655;0.873992211;0.899514484;0.741508887;0.889236708;0.713928445;0.589126152;0.8414684;0;42
Ursus.spelaeus;0;0.808219868;0.791662459;0.772577159;0.6627366;0.839855975;0.849319495;0.686550309;0.841991606;0.662542997;0.507375665;0.766851724;0.805813711;43
Ursus.arctos;0.808219868;0;0.78112896;0.806071252;0.727867052;0.867959829;0.891277252;0.755214741;0.890141155;0.707456219;0.60305515;0.829610723;0.887958235;43
Panthera.spelaea;0.791662459;0.78112896;0;0.849033102;0.642569773;0.78120944;0.821690183;0.732653898;0.768679674;0.747233983;0.597918348;0.745198613;0.787685066;43
Panthera.leo;0.772577159;0.806071252;0.849033102;0;0.675206473;0.78304995;0.829683817;0.764995832;0.763446533;0.793958666;0.601397766;0.758364339;0.813049841;43
Panthera.pardus;0.6627366;0.727867052;0.642569773;0.675206473;0;0.712648682;0.685991067;0.722623002;0.736750982;0.645339364;0.715807697;0.810166207;0.737303838;43
Crocuta.crocuta;0.839855975;0.867959829;0.78120944;0.78304995;0.712648682;0;0.879307154;0.721264036;0.875404383;0.684235381;0.557293197;0.837676361;0.871784986;43
Canis.lupus;0.849319495;0.891277252;0.821690183;0.829683817;0.685991067;0.879307154;0;0.740862254;0.900074906;0.71435958;0.563553666;0.811224253;0.898493696;43
Meles.meles;0.686550309;0.755214741;0.732653898;0.764995832;0.722623002;0.721264036;0.740862254;0;0.717962433;0.770838664;0.695984203;0.763333421;0.749097815;43
Vulpes.vulpes;0.841991606;0.890141155;0.768679674;0.763446533;0.736750982;0.875404383;0.900074906;0.717962433;0;0.656841886;0.567196239;0.852063611;0.886644642;43
Vulpes.lagopus;0.662542997;0.707456219;0.747233983;0.793958666;0.645339364;0.684235381;0.71435958;0.770838664;0.656841886;0;0.642776526;0.687123269;0.709512932;43
Felis.silvestris;0.507375665;0.60305515;0.597918348;0.601397766;0.715807697;0.557293197;0.563553666;0.695984203;0.567196239;0.642776526;0;0.637150698;0.603451998;43
Homo_neand;0.766851724;0.829610723;0.745198613;0.758364339;0.810166207;0.837676361;0.811224253;0.763333421;0.852063611;0.687123269;0.637150698;0;0.844980718;43
Homo.sapiens;0.805813711;0.887958235;0.787685066;0.813049841;0.737303838;0.871784986;0.898493696;0.749097815;0.886644642;0.709512932;0.603451998;0.844980718;0;43
Ursus.spelaeus;0;0.808622537;0.791320657;0.771969794;0.66384572;0.840244162;0.848848734;0.687187717;0.842939609;0.661984478;0.510075889;0.769127336;0.805093618;44
Ursus.arctos;0.808622537;0;0.781434921;0.80583171;0.729071429;0.868354516;0.891995933;0.757153759;0.890491253;0.707010812;0.606541764;0.83157438;0.888631775;44
Panthera.spelaea;0.791320657;0.781434921;0;0.849608078;0.641144614;0.781197977;0.823210225;0.732090557;0.768719102;0.746127598;0.59895582;0.74359413;0.788919076;44
Panthera.leo;0.771969794;0.80583171;0.849608078;0;0.674172368;0.782193311;0.831417972;0.766146221;0.763280182;0.794186214;0.603969413;0.758327693;0.814798039;44
Panthera.pardus;0.66384572;0.729071429;0.641144614;0.674172368;0;0.713463164;0.686618944;0.721385771;0.738152734;0.642485485;0.716131477;0.808655141;0.737641514;44
Crocuta.crocuta;0.840244162;0.868354516;0.781197977;0.782193311;0.713463164;0;0.87830086;0.723500217;0.874777605;0.682949712;0.559765456;0.840288847;0.870480771;44
Canis.lupus;0.848848734;0.891995933;0.823210225;0.831417972;0.686618944;0.87830086;0;0.745238669;0.898723286;0.71579646;0.568222632;0.813276263;0.898631913;44
Meles.meles;0.687187717;0.757153759;0.732090557;0.766146221;0.721385771;0.723500217;0.745238669;0;0.72038976;0.772202068;0.697554315;0.761796431;0.753799639;44
Vulpes.vulpes;0.842939609;0.890491253;0.768719102;0.763280182;0.738152734;0.874777605;0.898723286;0.72038976;0;0.656412593;0.571780523;0.853943514;0.885163512;44
Vulpes.lagopus;0.661984478;0.707010812;0.746127598;0.794186214;0.642485485;0.682949712;0.71579646;0.772202068;0.656412593;0;0.643646344;0.68370786;0.710808691;44
Felis.silvestris;0.510075889;0.606541764;0.59895582;0.603969413;0.716131477;0.559765456;0.568222632;0.697554315;0.571780523;0.643646344;0;0.636636105;0.608023249;44
Homo_neand;0.769127336;0.83157438;0.74359413;0.758327693;0.808655141;0.840288847;0.813276263;0.761796431;0.853943514;0.68370786;0.636636105;0;0.846181127;44
Homo.sapiens;0.805093618;0.888631775;0.788919076;0.814798039;0.737641514;0.870480771;0.898631913;0.753799639;0.885163512;0.710808691;0.608023249;0.846181127;0;44
Ursus.spelaeus;0;0.807175149;0.795265012;0.766137814;0.666386436;0.835058689;0.847548388;0.687118774;0.845854287;0.643318688;0.53063981;0.768492696;0.797681524;45
Ursus.arctos;0.807175149;0;0.78044877;0.794652589;0.732524149;0.869158688;0.888272917;0.757131988;0.889023676;0.690651507;0.62807949;0.834407382;0.888130187;45
Panthera.spelaea;0.795265012;0.78044877;0;0.857129882;0.640311087;0.782887168;0.829397353;0.732112461;0.771320057;0.722223877;0.607396804;0.743319844;0.795567557;45
Panthera.leo;0.766137814;0.794652589;0.857129882;0;0.667397134;0.775397436;0.825690316;0.761454402;0.754509955;0.774056038;0.615122683;0.750568544;0.813461989;45
Panthera.pardus;0.666386436;0.732524149;0.640311087;0.667397134;0;0.715567839;0.688163537;0.714060275;0.739438417;0.638364795;0.731464743;0.807686866;0.740640446;45
Crocuta.crocuta;0.835058689;0.869158688;0.782887168;0.775397436;0.715567839;0;0.876945667;0.726287203;0.876396299;0.668498187;0.584098213;0.842871216;0.867534806;45
Canis.lupus;0.847548388;0.888272917;0.829397353;0.825690316;0.688163537;0.876945667;0;0.750215586;0.897364959;0.703002947;0.590301924;0.816487891;0.895636387;45
Meles.meles;0.687118774;0.757131988;0.732112461;0.761454402;0.714060275;0.726287203;0.750215586;0;0.720738416;0.769350777;0.697884719;0.753708733;0.761316743;45
Vulpes.vulpes;0.845854287;0.889023676;0.771320057;0.754509955;0.739438417;0.876396299;0.897364959;0.720738416;0;0.641110692;0.591361275;0.858524399;0.876294854;45
Vulpes.lagopus;0.643318688;0.690651507;0.722223877;0.774056038;0.638364795;0.668498187;0.703002947;0.769350777;0.641110692;0;0.654518128;0.669250941;0.705514268;45
Felis.silvestris;0.53063981;0.62807949;0.607396804;0.615122683;0.731464743;0.584098213;0.590301924;0.697884719;0.591361275;0.654518128;0;0.648556851;0.634692143;45
Homo_neand;0.768492696;0.834407382;0.743319844;0.750568544;0.807686866;0.842871216;0.816487891;0.753708733;0.858524399;0.669250941;0.648556851;0;0.848692956;45
Homo.sapiens;0.797681524;0.888130187;0.795567557;0.813461989;0.740640446;0.867534806;0.895636387;0.761316743;0.876294854;0.705514268;0.634692143;0.848692956;0;45
Ursus.spelaeus;0;0.8051786;0.795378422;0.760251478;0.67387688;0.829305208;0.848407284;0.69025063;0.850082061;0.613384701;0.557640936;0.772087496;0.789846309;46
Ursus.arctos;0.8051786;0;0.780622171;0.778547655;0.742336455;0.871857572;0.88543221;0.757128271;0.886343002;0.670623736;0.654114133;0.840874685;0.88365165;46
Panthera.spelaea;0.795378422;0.780622171;0;0.865257872;0.643796868;0.782185993;0.836601625;0.731251162;0.775199222;0.686889647;0.619770695;0.744211775;0.802300343;46
Panthera.leo;0.760251478;0.778547655;0.865257872;0;0.670957403;0.767050005;0.818486878;0.756301973;0.74576531;0.740729849;0.633200548;0.745773531;0.812078982;46
Panthera.pardus;0.67387688;0.742336455;0.643796868;0.670957403;0;0.726718963;0.697937424;0.710396715;0.742932039;0.636330691;0.748279555;0.808699242;0.749533481;46
Crocuta.crocuta;0.829305208;0.871857572;0.782185993;0.767050005;0.726718963;0;0.872965428;0.730659761;0.877127294;0.648007243;0.615894809;0.848864829;0.863189997;46
Canis.lupus;0.848407284;0.88543221;0.836601625;0.818486878;0.697937424;0.872965428;0;0.75701718;0.897287165;0.682977744;0.619547404;0.821987823;0.889447188;46
Meles.meles;0.69025063;0.757128271;0.731251162;0.756301973;0.710396715;0.730659761;0.75701718;0;0.721157274;0.766193929;0.693261817;0.743970872;0.773629847;46
Vulpes.vulpes;0.850082061;0.886343002;0.775199222;0.74576531;0.742932039;0.877127294;0.897287165;0.721157274;0;0.619868438;0.615349149;0.862697775;0.859669924;46
Vulpes.lagopus;0.613384701;0.670623736;0.686889647;0.740729849;0.636330691;0.648007243;0.682977744;0.766193929;0.619868438;0;0.667525768;0.649458153;0.699807054;46
Felis.silvestris;0.557640936;0.654114133;0.619770695;0.633200548;0.748279555;0.615894809;0.619547404;0.693261817;0.615349149;0.667525768;0;0.665823911;0.67243949;46
Homo_neand;0.772087496;0.840874685;0.744211775;0.745773531;0.808699242;0.848864829;0.821987823;0.743970872;0.862697775;0.649458153;0.665823911;0;0.850458931;46
Homo.sapiens;0.789846309;0.88365165;0.802300343;0.812078982;0.749533481;0.863189997;0.889447188;0.773629847;0.859669924;0.699807054;0.67243949;0.850458931;0;46
Ursus.spelaeus;0;0.809118983;0.795809797;0.76543424;0.67036965;0.835015323;0.848548161;0.68967326;0.850018735;0.639721429;0.535925018;0.77357458;0.797359535;47
Ursus.arctos;0.809118983;0;0.784605392;0.795258706;0.735253307;0.869227676;0.890185163;0.758375651;0.888803222;0.688751064;0.632921431;0.835704394;0.888038724;47
Panthera.spelaea;0.795809797;0.784605392;0;0.858386262;0.643231508;0.783727783;0.831858377;0.731561726;0.773145947;0.720899177;0.609356477;0.743353491;0.801289975;47
Panthera.leo;0.76543424;0.795258706;0.858386262;0;0.669650546;0.775035516;0.826284348;0.762679782;0.75302697;0.775560011;0.618746248;0.750400569;0.816413999;47
Panthera.pardus;0.67036965;0.735253307;0.643231508;0.669650546;0;0.719423706;0.692094198;0.712499812;0.740126637;0.635417042;0.732787613;0.807132293;0.742320739;47
Crocuta.crocuta;0.835015323;0.869227676;0.783727783;0.775035516;0.719423706;0;0.875003102;0.727078941;0.875412023;0.663856021;0.588736123;0.846109974;0.864903663;47
Canis.lupus;0.848548161;0.890185163;0.831858377;0.826284348;0.692094198;0.875003102;0;0.754189316;0.896111921;0.702785927;0.596131021;0.818366995;0.895752295;47
Meles.meles;0.68967326;0.758375651;0.731561726;0.762679782;0.712499812;0.727078941;0.754189316;0;0.721539057;0.77072297;0.69713848;0.750242824;0.767674698;47
Vulpes.vulpes;0.850018735;0.888803222;0.773145947;0.75302697;0.740126637;0.875412023;0.896111921;0.721539057;0;0.637547776;0.594279431;0.860032094;0.870464823;47
Vulpes.lagopus;0.639721429;0.688751064;0.720899177;0.775560011;0.635417042;0.663856021;0.702785927;0.77072297;0.637547776;0;0.654712047;0.663461415;0.709016105;47
Felis.silvestris;0.535925018;0.632921431;0.609356477;0.618746248;0.732787613;0.588736123;0.596131021;0.69713848;0.594279431;0.654712047;0;0.647716658;0.642835773;47
Homo_neand;0.77357458;0.835704394;0.743353491;0.750400569;0.807132293;0.846109974;0.818366995;0.750242824;0.860032094;0.663461415;0.647716658;0;0.847634167;47
Homo.sapiens;0.797359535;0.888038724;0.801289975;0.816413999;0.742320739;0.864903663;0.895752295;0.767674698;0.870464823;0.709016105;0.642835773;0.847634167;0;47
Ursus.spelaeus;0;0.80936132;0.795617436;0.766891469;0.668393613;0.836731917;0.848935372;0.686797962;0.848813998;0.647592464;0.525820137;0.774439832;0.798283662;48
Ursus.arctos;0.80936132;0;0.785996517;0.800260743;0.732370828;0.867633371;0.891846413;0.758673607;0.889289186;0.695559957;0.622552547;0.83367711;0.888384987;48
Panthera.spelaea;0.795617436;0.785996517;0;0.854898075;0.643527785;0.783656809;0.82978404;0.72885113;0.771319621;0.732081665;0.602898679;0.743568956;0.800172629;48
Panthera.leo;0.766891469;0.800260743;0.854898075;0;0.670676043;0.775980311;0.827532216;0.765223351;0.754923806;0.787939642;0.611956372;0.751217934;0.817150561;48
Panthera.pardus;0.668393613;0.732370828;0.643527785;0.670676043;0;0.715870487;0.690344042;0.714435604;0.73975305;0.634159211;0.726748668;0.805728139;0.738735004;48
Crocuta.crocuta;0.836731917;0.867633371;0.783656809;0.775980311;0.715870487;0;0.875674568;0.723602624;0.874862579;0.667657873;0.575919535;0.845534123;0.863711305;48
Canis.lupus;0.848935372;0.891846413;0.82978404;0.827532216;0.690344042;0.875674568;0;0.752444564;0.895725625;0.70932574;0.58537525;0.816841284;0.897291999;48
Meles.meles;0.686797962;0.758673607;0.72885113;0.765223351;0.714435604;0.723602624;0.752444564;0;0.721183501;0.770495573;0.695684215;0.750134668;0.765665133;48
Vulpes.vulpes;0.848813998;0.889289186;0.771319621;0.754923806;0.73975305;0.874862579;0.895725625;0.721183501;0;0.643296844;0.585686823;0.859563485;0.872881687;48
Vulpes.lagopus;0.647592464;0.695559957;0.732081665;0.787939642;0.634159211;0.667657873;0.70932574;0.770495573;0.643296844;0;0.647898088;0.666232637;0.71319805;48
Felis.silvestris;0.525820137;0.622552547;0.602898679;0.611956372;0.726748668;0.575919535;0.58537525;0.695684215;0.585686823;0.647898088;0;0.638815834;0.631753648;48
Homo_neand;0.774439832;0.83367711;0.743568956;0.751217934;0.805728139;0.845534123;0.816841284;0.750134668;0.859563485;0.666232637;0.638815834;0;0.845299282;48
Homo.sapiens;0.798283662;0.888384987;0.800172629;0.817150561;0.738735004;0.863711305;0.897291999;0.765665133;0.872881687;0.71319805;0.631753648;0.845299282;0;48
Ursus.spelaeus;0;0.810483176;0.796278319;0.76799492;0.667084503;0.839339118;0.850137455;0.684322924;0.848961173;0.653343442;0.515749543;0.775582274;0.800451944;49
Ursus.arctos;0.810483176;0;0.790378699;0.805043392;0.731165959;0.866061974;0.893480296;0.757445592;0.890039297;0.701261074;0.613377752;0.833336542;0.888690582;49
Panthera.spelaea;0.796278319;0.790378699;0;0.853290992;0.64548932;0.785660517;0.829941905;0.728278163;0.77202681;0.743259514;0.597417423;0.745718488;0.802916011;49
Panthera.leo;0.76799492;0.805043392;0.853290992;0;0.672914656;0.777101141;0.828996861;0.766392372;0.756884044;0.797764445;0.606218528;0.754350082;0.818269614;49
Panthera.pardus;0.667084503;0.731165959;0.64548932;0.672914656;0;0.712798568;0.689647489;0.715710149;0.739278614;0.633894719;0.721553269;0.804962686;0.735886885;49
Crocuta.crocuta;0.839339118;0.866061974;0.785660517;0.777101141;0.712798568;0;0.875822313;0.719382764;0.874408507;0.670351654;0.564374171;0.845171912;0.862589418;49
Canis.lupus;0.850137455;0.893480296;0.829941905;0.828996861;0.689647489;0.875822313;0;0.748946986;0.896445774;0.713223875;0.574935559;0.816740358;0.898838335;49
Meles.meles;0.684322924;0.757445592;0.728278163;0.766392372;0.715710149;0.719382764;0.748946986;0;0.719000026;0.769991048;0.694688937;0.750972296;0.762271606;49
Vulpes.vulpes;0.848961173;0.890039297;0.77202681;0.756884044;0.739278614;0.874408507;0.896445774;0.719000026;0;0.646938108;0.576560508;0.858058641;0.874829849;49
Vulpes.lagopus;0.653343442;0.701261074;0.743259514;0.797764445;0.633894719;0.670351654;0.713223875;0.769991048;0.646938108;0;0.642545874;0.669309093;0.715226832;49
Felis.silvestris;0.515749543;0.613377752;0.597417423;0.606218528;0.721553269;0.564374171;0.574935559;0.694688937;0.576560508;0.642545874;0;0.631908149;0.620569734;49
Homo_neand;0.775582274;0.833336542;0.745718488;0.754350082;0.804962686;0.845171912;0.816740358;0.750972296;0.858058641;0.669309093;0.631908149;0;0.843865269;49
Homo.sapiens;0.800451944;0.888690582;0.802916011;0.818269614;0.735886885;0.862589418;0.898838335;0.762271606;0.874829849;0.715226832;0.620569734;0.843865269;0;49
Ursus.spelaeus;0;0.811795619;0.79585404;0.765562955;0.667439463;0.837400831;0.850432575;0.684294039;0.849556065;0.647081548;0.520449772;0.775269094;0.79882799;50
Ursus.arctos;0.811795619;0;0.789812397;0.801304523;0.731227773;0.867089459;0.893268356;0.756169095;0.889075939;0.696163734;0.616720185;0.834142712;0.889617833;50
Panthera.spelaea;0.79585404;0.789812397;0;0.854501228;0.645867966;0.785276222;0.829206564;0.728521946;0.770159113;0.735319737;0.5999581;0.745729784;0.802662856;50
Panthera.leo;0.765562955;0.801304523;0.854501228;0;0.672754105;0.774542546;0.824720137;0.765262596;0.752153603;0.794100712;0.609105644;0.752659403;0.815977345;50
Panthera.pardus;0.667439463;0.731227773;0.645867966;0.672754105;0;0.71257419;0.690215882;0.713558736;0.738418759;0.633386283;0.726188665;0.80394361;0.737300542;50
Crocuta.crocuta;0.837400831;0.867089459;0.785276222;0.774542546;0.71257419;0;0.875496155;0.718835339;0.873211238;0.665229558;0.56997472;0.8438724;0.861792245;50
Canis.lupus;0.850432575;0.893268356;0.829206564;0.824720137;0.690215882;0.875496155;0;0.748337823;0.895536177;0.708191112;0.578650671;0.817800684;0.896844164;50
Meles.meles;0.684294039;0.756169095;0.728521946;0.765262596;0.713558736;0.718835339;0.748337823;0;0.716452816;0.769032809;0.692343871;0.749061083;0.763189955;50
Vulpes.vulpes;0.849556065;0.889075939;0.770159113;0.752153603;0.738418759;0.873211238;0.895536177;0.716452816;0;0.640226998;0.579322103;0.858650567;0.871183505;50
Vulpes.lagopus;0.647081548;0.696163734;0.735319737;0.794100712;0.633386283;0.665229558;0.708191112;0.769032809;0.640226998;0;0.643121;0.666229868;0.713224567;50
Felis.silvestris;0.520449772;0.616720185;0.5999581;0.609105644;0.726188665;0.56997472;0.578650671;0.692343871;0.579322103;0.643121;0;0.635309263;0.627210225;50
Homo_neand;0.775269094;0.834142712;0.745729784;0.752659403;0.80394361;0.8438724;0.817800684;0.749061083;0.858650567;0.666229868;0.635309263;0;0.844300161;50
Homo.sapiens;0.79882799;0.889617833;0.802662856;0.815977345;0.737300542;0.861792245;0.896844164;0.763189955;0.871183505;0.713224567;0.627210225;0.844300161;0;50
Ursus.spelaeus;0;0.813138813;0.794667937;0.763560767;0.669658528;0.83591216;0.850960909;0.683904527;0.851734895;0.638966562;0.526049592;0.775595824;0.797601271;51
Ursus.arctos;0.813138813;0;0.790151066;0.798715723;0.732307554;0.869128297;0.893620717;0.752629539;0.889590878;0.688293742;0.620361178;0.835144789;0.889546365;51
Panthera.spelaea;0.794667937;0.790151066;0;0.856673931;0.647266839;0.784073498;0.827822723;0.729071746;0.768702961;0.728720583;0.6033319;0.745555279;0.801593319;51
Panthera.leo;0.763560767;0.798715723;0.856673931;0;0.674338654;0.772787648;0.821127002;0.763527871;0.748386725;0.789089112;0.613407877;0.752152804;0.813507971;51
Panthera.pardus;0.669658528;0.732307554;0.647266839;0.674338654;0;0.714670134;0.692736757;0.711604109;0.737675375;0.634225394;0.730711935;0.805078649;0.741386887;51
Crocuta.crocuta;0.83591216;0.869128297;0.784073498;0.772787648;0.714670134;0;0.875588648;0.717438442;0.873094959;0.658819093;0.576060186;0.842815759;0.861501747;51
Canis.lupus;0.850960909;0.893620717;0.827822723;0.821127002;0.692736757;0.875588648;0;0.747119844;0.896375045;0.70092291;0.583563077;0.819229029;0.894343451;51
Meles.meles;0.683904527;0.752629539;0.729071746;0.763527871;0.711604109;0.717438442;0.747119844;0;0.712845136;0.766707612;0.689702934;0.746531576;0.761910265;51
Vulpes.vulpes;0.851734895;0.889590878;0.768702961;0.748386725;0.737675375;0.873094959;0.896375045;0.712845136;0;0.632537006;0.581448328;0.85869466;0.868044848;51
